Area,School ID,Unit,School,Total,White No,White Pct,African American No,African American Pct,Native American/Alaskan No,Native American/Alaskan Pct,Asian/Pac Islander No,Asian/Pac Islander Pct,Hispanic No,Hispanic Pct,Multi-Racial No,Multi-Racial Pct,Asian No,Asian Pct,Hawaiian Pac Islander No,Hawaiian Pac Islander Pct,Na No,Na Pct
24,609713,1390,Hyde Park HS,"1,591",1,0.1,"1,585",99.6,0,0.0,0,0.0,2,0.1,2,0.1,0,0.0,1,0.1,0,0.0
24,609762,1870,Julian HS,"1,224",0,0.0,"1,219",99.6,0,0.0,0,0.0,3,0.2,2,0.2,0,0.0,0,0.0,0,0.0
24,609718,1420,Kennedy HS,"1,580",432,27.3,105,6.6,14,0.9,0,0.0,"1,007",63.7,4,0.3,15,0.9,2,0.1,1,0.1
24,609725,1490,Morgan Park HS,"1,658",20,1.2,"1,595",96.2,1,0.1,0,0.0,32,1.9,7,0.4,2,0.1,1,0.1,0,0.0
24,610323,7540,New Millenium HS,169,1,0.6,160,94.7,0,0.0,0,0.0,6,3.6,1,0.6,0,0.0,0,0.0,1,0.6
24,609692,1150,Simeon HS,"1,546",0,0.0,"1,537",99.4,0,0.0,0,0.0,5,0.3,4,0.3,0,0.0,0,0.0,0,0.0
26,610513,1055,Air Force Acad HS,212,8,3.8,98,46.2,0,0.0,1,0.5,92,43.4,7,3.3,3,1.4,0,0.0,3,1.4
26,609760,1850,Carver Mil Acad HS,550,8,1.5,280,50.9,0,0.0,0,0.0,259,47.1,1,0.2,2,0.4,0,0.0,0,0.0
26,609754,1800,Chicago Mil Acad HS,502,8,1.6,363,72.3,2,0.4,0,0.0,97,19.3,31,6.2,0,0.0,1,0.2,0,0.0
26,610401,7980,Clemente AA HS,227,3,1.3,122,53.7,0,0.0,0,0.0,101,44.5,1,0.4,0,0.0,0,0.0,0,0.0
26,609759,1840,Clemente HS,"1,283",24,1.9,414,32.3,2,0.2,0,0.0,822,64.1,20,1.6,1,0.1,0,0.0,0,0.0
26,610245,6630,Douglass HS,383,0,0.0,377,98.4,0,0.0,0,0.0,3,0.8,3,0.8,0,0.0,0,0.0,0,0.0
26,609704,1300,Farragut HS,"1,598",7,0.4,226,14.1,17,1.1,0,0.0,"1,344",84.1,3,0.2,0,0.0,1,0.1,0,0.0
26,609708,1330,Foreman HS,"1,831",91,5.0,291,15.9,9,0.5,0,0.0,"1,417",77.4,14,0.8,7,0.4,1,0.1,1,0.1
26,609741,1670,Hubbard HS,"1,689",60,3.6,145,8.6,10,0.6,2,0.1,"1,438",85.1,9,0.5,25,1.5,0,0.0,0,0.0
26,610384,7680,Infinity HS,364,1,0.3,35,9.6,0,0.0,0,0.0,325,89.3,0,0.0,0,0.0,0,0.0,3,0.8
26,609715,1400,Kelly HS,"3,062",80,2.6,56,1.8,12,0.4,4,0.1,"2,633",86.0,7,0.2,261,8.5,1,0.0,8,0.3
26,609716,1410,Kelvyn Park HS,"1,382",14,1.0,98,7.1,0,0.0,1,0.1,"1,261",91.2,0,0.0,3,0.2,0,0.0,5,0.4
26,610502,1085,Marine Math & Sci Mil HS,379,11,2.9,136,35.9,1,0.3,0,0.0,224,59.1,1,0.3,6,1.6,0,0.0,0,0.0
26,610385,7630,Multicultural Arts HS,341,1,0.3,57,16.7,0,0.0,0,0.0,280,82.1,2,0.6,0,0.0,0,0.0,1,0.3
26,610304,7310,Phoenix Mil Acad HS,432,8,1.9,139,32.2,1,0.2,0,0.0,281,65.0,0,0.0,3,0.7,0,0.0,0,0.0
26,609679,1070,Prosser HS,"1,412",105,7.4,418,29.6,4,0.3,0,0.0,875,62.0,1,0.1,7,0.5,2,0.1,0,0.0
26,610390,7140,Rickover Naval HS,448,42,9.4,82,18.3,0,0.0,0,0.0,295,65.8,11,2.5,16,3.6,2,0.4,0,0.0
26,609728,1520,Roosevelt HS,"1,430",96,6.7,143,10.0,9,0.6,6,0.4,"1,051",73.5,6,0.4,98,6.9,1,0.1,20,1.4
26,610377,7650,Senn AA HS,72,8,11.1,26,36.1,0,0.0,0,0.0,35,48.6,1,1.4,2,2.8,0,0.0,0,0.0
26,609730,1540,Senn HS,"1,037",57,5.5,358,34.5,9,0.9,0,0.0,454,43.8,28,2.7,124,12.0,7,0.7,0,0.0
26,609732,1560,Steinmetz HS,"1,889",189,10.0,316,16.7,24,1.3,1,0.1,"1,323",70.0,7,0.4,21,1.1,3,0.2,5,0.3
26,609734,1580,Taft HS,"2,810","1,405",50.0,76,2.7,19,0.7,2,0.1,"1,054",37.5,50,1.8,200,7.1,4,0.1,0,0.0
26,610394,2210,Uplift Community HS,520,11,2.1,416,80.0,2,0.4,0,0.0,68,13.1,4,0.8,18,3.5,1,0.2,0,0.0
26,610518,1145,VOISE HS,361,0,0.0,350,97.0,0,0.0,0,0.0,9,2.5,2,0.6,0,0.0,0,0.0,0,0.0
26,610380,7200,Williams Prep Med HS,340,1,0.3,323,95.0,0,0.0,0,0.0,11,3.2,3,0.9,2,0.6,0,0.0,0,0.0
26,610392,4460,World Language HS,379,2,0.5,26,6.9,2,0.5,0,0.0,349,92.1,0,0.0,0,0.0,0,0.0,0,0.0
27,610083,4950,Beard,159,58,36.5,18,11.3,0,0.0,0,0.0,67,42.1,5,3.1,11,6.9,0,0.0,0,0.0
27,610280,6980,Buckingham,39,2,5.1,35,89.7,0,0.0,0,0.0,2,5.1,0,0.0,0,0.0,0,0.0,0,0.0
27,609855,2780,Christopher,275,18,6.5,72,26.2,1,0.4,0,0.0,181,65.8,2,0.7,1,0.4,0,0.0,0,0.0
27,609769,1950,Graham R. Trng CTR,171,5,2.9,89,52.0,1,0.6,0,0.0,72,42.1,2,1.2,2,1.2,0,0.0,0,0.0
27,610075,4860,Montefiore,37,2,5.4,30,81.1,0,0.0,0,0.0,5,13.5,0,0.0,0,0.0,0,0.0,0,0.0
27,610093,5060,Neil,343,0,0.0,331,96.5,0,0.0,0,0.0,5,1.5,1,0.3,0,0.0,0,0.0,6,1.7
27,609744,1690,Northside Lrn Ctr HS,311,45,14.5,100,32.2,1,0.3,0,0.0,149,47.9,1,0.3,15,4.8,0,0.0,0,0.0
27,610085,4970,Nr North SPED Ctr,100,7,7.0,63,63.0,0,0.0,0,0.0,29,29.0,1,1.0,0,0.0,0,0.0,0,0.0
27,610308,7350,Rudolph Lrng Ctr,90,2,2.2,38,42.2,1,1.1,0,0.0,43,47.8,3,3.3,1,1.1,0,0.0,2,2.2
27,609745,1700,Southside Occp HS,196,5,2.6,158,80.6,1,0.5,0,0.0,31,15.8,0,0.0,0,0.0,1,0.5,0,0.0
27,610163,5770,Stock,270,196,72.6,6,2.2,1,0.4,1,0.4,48,17.8,4,1.5,13,4.8,1,0.4,0,0.0
27,610504,6710,Thomas,208,5,2.4,7,3.4,0,0.0,0,0.0,191,91.8,4,1.9,0,0.0,0,0.0,1,0.5
27,609766,1920,Vaughn Occp HS,218,36,16.5,80,36.7,0,0.0,0,0.0,99,45.4,0,0.0,2,0.9,1,0.5,0,0.0
28,610365,8020,Bethune,351,0,0.0,350,99.7,0,0.0,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0
28,609806,2340,Bradwell,694,0,0.0,687,99.0,1,0.1,0,0.0,5,0.7,1,0.1,0,0.0,0,0.0,0,0.0
28,610248,6670,Chicago Acad,600,164,27.3,46,7.7,3,0.5,0,0.0,355,59.2,12,2.0,17,2.8,2,0.3,1,0.2
28,610340,7770,Chicago Acad HS,501,88,17.6,115,23.0,1,0.2,0,0.0,274,54.7,7,1.4,14,2.8,0,0.0,2,0.4
28,610499,1045,Collins HS,421,0,0.0,411,97.6,0,0.0,0,0.0,4,1.0,1,0.2,0,0.0,0,0.0,5,1.2
28,609900,3160,Curtis,455,0,0.0,451,99.1,0,0.0,0,0.0,4,0.9,0,0.0,0,0.0,0,0.0,0,0.0
28,609883,3010,Deneen,480,3,0.6,468,97.5,0,0.0,0,0.0,3,0.6,4,0.8,0,0.0,0,0.0,2,0.4
28,609888,3050,Dodge,458,0,0.0,452,98.7,0,0.0,0,0.0,5,1.1,1,0.2,0,0.0,0,0.0,0,0.0
28,610263,6860,Dulles,499,0,0.0,496,99.4,0,0.0,0,0.0,2,0.4,1,0.2,0,0.0,0,0.0,0,0.0
28,609971,3800,Harvard,455,1,0.2,452,99.3,0,0.0,0,0.0,2,0.4,0,0.0,0,0.0,0,0.0,0,0.0
28,610000,4060,Howe,579,0,0.0,572,98.8,0,0.0,0,0.0,6,1.0,0,0.0,1,0.2,0,0.0,0,0.0
28,610274,6940,Johnson,364,0,0.0,352,96.7,0,0.0,0,0.0,3,0.8,2,0.5,1,0.3,1,0.3,5,1.4
28,610257,6800,Morton,317,0,0.0,310,97.8,1,0.3,0,0.0,4,1.3,0,0.0,0,0.0,0,0.0,2,0.6
28,610231,6480,Natl Teachers Acad,422,0,0.0,407,96.4,0,0.0,0,0.0,8,1.9,2,0.5,1,0.2,0,0.0,4,0.9
28,610389,1830,Orr Academy HS,956,2,0.2,812,84.9,1,0.1,0,0.0,94,9.8,47,4.9,0,0.0,0,0.0,0,0.0
28,609743,7960,Phillips AA HS,76,0,0.0,49,64.5,0,0.0,0,0.0,25,32.9,1,1.3,1,1.3,0,0.0,0,0.0
28,609727,1510,Phillips HS,687,4,0.6,659,95.9,2,0.3,0,0.0,13,1.9,1,0.1,4,0.6,1,0.1,3,0.4
28,610172,5890,Sherman,450,0,0.0,443,98.4,0,0.0,0,0.0,7,1.6,0,0.0,0,0.0,0,0.0,0,0.0
28,610543,8550,Solorio HS,295,6,2.0,15,5.1,0,0.0,0,0.0,272,92.2,1,0.3,0,0.0,0,0.0,1,0.3
28,610396,7160,Tarkington,"1,049",2,0.2,256,24.4,9,0.9,0,0.0,769,73.3,11,1.0,1,0.1,0,0.0,1,0.1
29,609869,2900,Copernicus,334,0,0.0,329,98.5,0,0.0,0,0.0,4,1.2,0,0.0,0,0.0,1,0.3,0,0.0
29,609705,1310,Fenger  HS,784,0,0.0,773,98.6,1,0.1,0,0.0,8,1.0,1,0.1,0,0.0,1,0.1,0,0.0
29,609706,7970,Fenger AA HS,105,0,0.0,104,99.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0
29,609929,3450,Fulton,488,0,0.0,384,78.7,1,0.2,0,0.0,100,20.5,1,0.2,0,0.0,0,0.0,2,0.4
29,609711,1360,Harper HS,669,1,0.1,665,99.4,0,0.0,0,0.0,2,0.3,1,0.1,0,0.0,0,0.0,0,0.0
29,609723,1470,Marshall HS,772,0,0.0,765,99.1,0,0.0,0,0.0,6,0.8,1,0.1,0,0.0,0,0.0,0,0.0
30,610371,1770,IDOC/Healy South HS,154,5,3.2,131,85.1,0,0.0,0,0.0,18,11.7,0,0.0,0,0.0,0,0.0,0,0.0
30,609783,2120,Jefferson N.,262,8,3.1,201,76.7,1,0.4,0,0.0,50,19.1,1,0.4,0,0.0,1,0.4,0,0.0
30,610388,1125,LINC Alt HS,560,2,0.4,462,82.5,1,0.2,0,0.0,95,17.0,0,0.0,0,0.0,0,0.0,0,0.0
30,610386,1123,Peace & Education Alt HS,113,2,1.8,43,38.1,0,0.0,0,0.0,68,60.2,0,0.0,0,0.0,0,0.0,0,0.0
30,400070,1135,Prologue Early College HS,174,2,1.1,147,84.5,0,0.0,0,0.0,24,13.8,0,0.0,1,0.6,0,0.0,0,0.0
30,609683,1120,Safe School Alt HS,335,4,1.2,259,77.3,3,0.9,0,0.0,67,20.0,1,0.3,1,0.3,0,0.0,0,0.0
30,609750,1750,Simpson HS,159,0,0.0,136,85.5,0,0.0,0,0.0,22,13.8,1,0.6,0,0.0,0,0.0,0,0.0
30,609748,1730,York Alt HS,303,24,7.9,240,79.2,0,0.0,0,0.0,34,11.2,3,1.0,1,0.3,1,0.3,0,0.0
52,400010,7950,ACE Tech Chtr HS,476,18,3.8,296,62.2,7,1.5,0,0.0,141,29.6,14,2.9,0,0.0,0,0.0,0,0.0
52,400012,2035,Amandla Elementay Chrtr,293,1,0.3,292,99.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
52,400013,7803,ASPIRA Chrt - Early College,524,9,1.7,24,4.6,0,0.0,0,0.0,485,92.6,1,0.2,4,0.8,0,0.0,1,0.2
52,400017,3500,ASPIRA Chrt - Haugan,560,24,4.3,37,6.6,3,0.5,0,0.0,478,85.4,4,0.7,13,2.3,1,0.2,0,0.0
52,400015,7800,ASPIRA Chrt - Ramirez,408,12,2.9,35,8.6,0,0.0,0,0.0,357,87.5,0,0.0,4,1.0,0,0.0,0,0.0
52,400019,3990,Bronzeville LH Chrt,472,1,0.2,464,98.3,0,0.0,0,0.0,6,1.3,0,0.0,1,0.2,0,0.0,0,0.0
52,400020,4370,Catalyst Chrt - Howland,504,0,0.0,499,99.0,0,0.0,0,0.0,3,0.6,0,0.0,0,0.0,0,0.0,2,0.4
52,400021,4371,Catalyst Circle Rock,498,0,0.0,492,98.8,0,0.0,0,0.0,1,0.2,3,0.6,0,0.0,0,0.0,2,0.4
52,400035,7940,Chgo Math/Sci Chtr,595,24,4.0,140,23.5,4,0.7,0,0.0,365,61.3,21,3.5,41,6.9,0,0.0,0,0.0
52,400093,8053,Chicago Talent Dev HS,228,0,0.0,220,96.5,0,0.0,0,0.0,5,2.2,3,1.3,0,0.0,0,0.0,0,0.0
52,400036,7700,Chicago Virtual Chtr,589,88,14.9,332,56.4,1,0.2,34,5.8,80,13.6,21,3.6,16,2.7,1,0.2,16,2.7
52,400023,6580,CICS - Avalon/So Shore,426,0,0.0,411,96.5,0,0.0,0,0.0,1,0.2,10,2.3,1,0.2,2,0.5,1,0.2
52,400025,4910,CICS - Bucktown,657,22,3.3,109,16.6,2,0.3,0,0.0,515,78.4,9,1.4,0,0.0,0,0.0,0,0.0
52,400032,4911,CICS - Ellison,545,0,0.0,538,98.7,0,0.0,0,0.0,5,0.9,2,0.4,0,0.0,0,0.0,0,0.0
52,400108,8110,CICS - Hawkins,431,0,0.0,425,98.6,0,0.0,0,0.0,4,0.9,1,0.2,0,0.0,0,0.0,1,0.2
52,400027,4913,CICS - Irving Park,499,74,14.8,58,11.6,0,0.0,0,0.0,329,65.9,16,3.2,22,4.4,0,0.0,0,0.0
52,400092,8049,CICS - Lloyd Bond,349,0,0.0,343,98.3,0,0.0,0,0.0,3,0.9,2,0.6,0,0.0,0,0.0,1,0.3
52,400033,2420,CICS - Longwood,"1,471",0,0.0,"1,453",98.8,0,0.0,0,0.0,16,1.1,2,0.1,0,0.0,0,0.0,0,0.0
52,400026,4914,CICS - Loomis,591,0,0.0,579,98.0,1,0.2,0,0.0,10,1.7,1,0.2,0,0.0,0,0.0,0,0.0
52,400034,7740,CICS - Northtown,855,215,25.1,62,7.3,1,0.1,0,0.0,466,54.5,14,1.6,97,11.3,0,0.0,0,0.0
52,400030,7120,CICS - W. Belden,500,4,0.8,31,6.2,0,0.0,1,0.2,461,92.2,0,0.0,1,0.2,0,0.0,2,0.4
52,400024,7130,CICS- Basil,721,1,0.1,666,92.4,0,0.0,0,0.0,49,6.8,2,0.3,2,0.3,1,0.1,0,0.0
52,400028,4220,CICS- Prairie,404,0,0.0,234,57.9,0,0.0,0,0.0,170,42.1,0,0.0,0,0.0,0,0.0,0,0.0
52,400029,2290,CICS- Washington,434,0,0.0,431,99.3,1,0.2,0,0.0,2,0.5,0,0.0,0,0.0,0,0.0,0,0.0
52,400031,3180,CICS- Wrightwood,720,2,0.3,648,90.0,0,0.0,0,0.0,13,1.8,56,7.8,1,0.1,0,0.0,0,0.0
52,400094,8058,EPIC Acad HS,259,2,0.8,171,66.0,2,0.8,0,0.0,77,29.7,7,2.7,0,0.0,0,0.0,0,0.0
52,400039,5780,Erie Charter,301,7,2.3,53,17.6,0,0.0,0,0.0,236,78.4,4,1.3,1,0.3,0,0.0,0,0.0
52,400042,1165,Ford Power House Chrt HS,367,0,0.0,362,98.6,0,0.0,0,0.0,5,1.4,0,0.0,0,0.0,0,0.0,0,0.0
52,400041,5840,Galapagos Charter,351,0,0.0,344,98.0,0,0.0,0,0.0,7,2.0,0,0.0,0,0.0,0,0.0,0,0.0
52,400009,2025,Globel Citizenship,198,29,14.6,10,5.1,1,0.5,0,0.0,151,76.3,2,1.0,0,0.0,0,0.0,5,2.5
52,400104,8026,Instituto Health Acad HS,178,3,1.7,5,2.8,1,0.6,0,0.0,166,93.3,0,0.0,1,0.6,0,0.0,2,1.1
52,400044,7810,KIPP Ascend Charter,430,1,0.2,404,94.0,0,0.0,0,0.0,21,4.9,3,0.7,0,0.0,0,0.0,1,0.2
52,400046,6770,LEARN Chrt -  Butler,579,0,0.0,565,97.6,0,0.0,0,0.0,12,2.1,0,0.0,0,0.0,0,0.0,2,0.3
52,400048,6775,LEARN Chrt - EXCEL,295,1,0.3,289,98.0,1,0.3,0,0.0,4,1.4,0,0.0,0,0.0,0,0.0,0,0.0
52,400047,8072,LEARN Chrt - North Lawndale,328,0,0.0,317,96.6,0,0.0,0,0.0,9,2.7,0,0.0,0,0.0,0,0.0,2,0.6
52,400107,8029,LEARN Chrt - South Shore,159,1,0.6,116,73.0,1,0.6,0,0.0,17,10.7,0,0.0,0,0.0,0,0.0,24,15.1
52,400049,5870,Legacy Charter,442,2,0.5,421,95.2,3,0.7,0,0.0,10,2.3,5,1.1,0,0.0,0,0.0,1,0.2
52,400011,4730,Locke A. Charter,581,2,0.3,553,95.2,1,0.2,0,0.0,9,1.5,3,0.5,0,0.0,0,0.0,13,2.2
52,400050,7920,Namaste Charter,424,43,10.1,23,5.4,1,0.2,0,0.0,343,80.9,6,1.4,8,1.9,0,0.0,0,0.0
52,400052,1935,Nobel St Chrt HS - Comer,518,1,0.2,468,90.3,1,0.2,0,0.0,31,6.0,17,3.3,0,0.0,0,0.0,0,0.0
52,400057,1936,Nobel St ChrtHS - UIC College Prep,594,19,3.2,141,23.7,2,0.3,0,0.0,406,68.4,15,2.5,11,1.9,0,0.0,0,0.0
52,400106,8028,Noble St Chrt - Englewood HS,178,0,0.0,172,96.6,0,0.0,0,0.0,5,2.8,0,0.0,0,0.0,0,0.0,1,0.6
52,400097,8078,Noble St Chrt HS - Chgo Bulls College,522,4,0.8,171,32.8,0,0.0,2,0.4,331,63.4,12,2.3,2,0.4,0,0.0,0,0.0
52,400056,1933,Noble St Chrt HS - Clark,538,8,1.5,340,63.2,0,0.0,0,0.0,168,31.2,22,4.1,0,0.0,0,0.0,0,0.0
52,400053,1934,Noble St Chrt HS - Golder,547,18,3.3,67,12.2,2,0.4,0,0.0,451,82.4,4,0.7,4,0.7,1,0.2,0,0.0
52,400054,1931,Noble St Chrt HS - Prtizker,680,5,0.7,24,3.5,1,0.1,0,0.0,645,94.9,1,0.1,4,0.6,0,0.0,0,0.0
52,400055,1932,Noble St Chrt HS - Rauner,588,15,2.6,75,12.8,3,0.5,0,0.0,480,81.6,6,1.0,8,1.4,0,0.0,1,0.2
52,400051,1930,Noble St Chrt Hs -College Prep,596,13,2.2,72,12.1,4,0.7,0,0.0,498,83.6,6,1.0,3,0.5,0,0.0,0,0.0
52,400098,8079,Noble St Chrt HS- Muchin,529,18,3.4,190,35.9,3,0.6,1,0.2,264,49.9,3,0.6,20,3.8,0,0.0,30,5.7
52,400059,1106,North Lawndale Chrt - Collins,419,0,0.0,415,99.0,0,0.0,0,0.0,4,1.0,0,0.0,0,0.0,0,0.0,0,0.0
52,400058,1105,North Lawndale Chrt -Christiana,462,0,0.0,452,97.8,0,0.0,0,0.0,9,1.9,0,0.0,0,0.0,0,0.0,1,0.2
52,400060,6850,Passages Chrt,382,26,6.8,209,54.7,5,1.3,5,1.3,58,15.2,32,8.4,38,9.9,2,0.5,7,1.8
52,400064,1960,Perspectives Chrt  - Joslin,366,15,4.1,231,63.1,0,0.0,0,0.0,109,29.8,3,0.8,6,1.6,2,0.5,0,0.0
52,400062,1962,Perspectives Chrt - Cal Tech HS,512,0,0.0,508,99.2,0,0.0,0,0.0,4,0.8,0,0.0,0,0.0,0,0.0,0,0.0
52,400061,1961,Perspectives Chrt - Calumet HS,488,0,0.0,487,99.8,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0
52,400067,1963,Perspectives Chrt - Claumet MS,384,0,0.0,381,99.2,0,0.0,0,0.0,0,0.0,2,0.5,0,0.0,0,0.0,1,0.3
52,400066,1964,Perspectives Chrt - ITT Math/Science,501,5,1.0,464,92.6,0,0.0,0,0.0,18,3.6,12,2.4,1,0.2,0,0.0,1,0.2
52,400069,4150,Polaris Charter Acad,288,0,0.0,266,92.4,0,0.0,0,0.0,21,7.3,1,0.3,0,0.0,0,0.0,0,0.0
52,400109,8670,Prologue - Johnston Chrtr HS   *,,,,,,,,,,,,,,,,,,,
52,400071,6700,Providence-Englewood Chrt,394,0,0.0,381,96.7,0,0.0,0,0.0,10,2.5,2,0.5,0,0.0,1,0.3,0,0.0
52,400096,8077,Rowe,256,4,1.6,47,18.4,1,0.4,0,0.0,198,77.3,5,2.0,0,0.0,0,0.0,1,0.4
52,400072,4520,Shabazz Charter,320,0,0.0,316,98.8,0,0.0,0,0.0,3,0.9,0,0.0,0,0.0,0,0.0,1,0.3
52,400073,4140,Shabazz Chrt - DuSable,407,1,0.2,402,98.8,1,0.2,0,0.0,3,0.7,0,0.0,0,0.0,0,0.0,0,0.0
52,400074,5130,Shabazz Chrt - Sizmore,284,0,0.0,283,99.6,0,0.0,0,0.0,0,0.0,1,0.4,0,0.0,0,0.0,0,0.0
52,400075,2600,U Of C Chrt - Donoghue,431,0,0.0,424,98.4,0,0.0,0,0.0,5,1.2,1,0.2,0,0.0,0,0.0,1,0.2
52,400076,3060,U Of C Chrt - North Kenwood,337,6,1.8,324,96.1,0,0.0,0,0.0,3,0.9,4,1.2,0,0.0,0,0.0,0,0.0
52,400077,3061,U Of C Chrt - Woodlawn,537,2,0.4,527,98.1,0,0.0,1,0.2,5,0.9,1,0.2,0,0.0,1,0.2,0,0.0
52,400078,3062,U of C Chrt - Woodson,402,1,0.2,395,98.3,1,0.2,1,0.2,2,0.5,2,0.5,0,0.0,0,0.0,0,0.0
52,400101,8094,UNO Charter - Gage Park,550,1,0.2,1,0.2,1,0.2,0,0.0,540,98.2,1,0.2,0,0.0,0,0.0,6,1.1
52,400085,3343,UNO Charter - Major Garcia,438,1,0.2,2,0.5,1,0.2,0,0.0,434,99.1,0,0.0,0,0.0,0,0.0,0,0.0
52,400089,3346,UNO Charter - Marquez,576,2,0.3,7,1.2,1,0.2,0,0.0,565,98.1,0,0.0,0,0.0,0,0.0,1,0.2
52,400082,3342,UNO Chrt - Fuentes,557,7,1.3,7,1.3,0,0.0,0,0.0,539,96.8,1,0.2,3,0.5,0,0.0,0,0.0
52,400081,3341,UNO Chrt - Las Casas,286,3,1.0,2,0.7,1,0.3,0,0.0,280,97.9,0,0.0,0,0.0,0,0.0,0,0.0
52,400083,5810,UNO Chrt - Paz Interm,437,0,0.0,85,19.5,1,0.2,0,0.0,350,80.1,0,0.0,1,0.2,0,0.0,0,0.0
52,400080,3345,UNO Chrt - PFC Torres,640,8,1.3,9,1.4,2,0.3,0,0.0,608,95.0,2,0.3,0,0.0,0,0.0,11,1.7
52,400079,3344,UNO Chrt - SPC Zizumbo,639,8,1.3,4,0.6,1,0.2,0,0.0,587,91.9,0,0.0,6,0.9,0,0.0,33,5.2
52,400084,3340,UNO Chrt - Tamayo,287,2,0.7,0,0.0,0,0.0,0,0.0,285,99.3,0,0.0,0,0.0,0,0.0,0,0.0
52,400102,8096,Urban Prep Acad - E Garfield HS,241,0,0.0,237,98.3,0,0.0,0,0.0,4,1.7,0,0.0,0,0.0,0,0.0,0,0.0
52,400105,8027,Urban Prep Acad - So Shore HS,136,0,0.0,129,94.9,0,0.0,0,0.0,2,1.5,0,0.0,0,0.0,0,0.0,5,3.7
52,400086,7030,Urban Prep Chtr HS,530,0,0.0,514,97.0,0,0.0,0,0.0,4,0.8,0,0.0,0,0.0,0,0.0,12,2.3
52,400087,2490,Yng Women Ldrshp Chrt,335,22,6.6,261,77.9,1,0.3,0,0.0,47,14.0,2,0.6,0,0.0,0,0.0,2,0.6
52,609686,1121,Youth Connect Chrt,"3,524",52,1.5,"2,460",69.8,9,0.3,1,0.0,971,27.6,23,0.7,6,0.2,2,0.1,0,0.0
53,400018,7020,Austin Bus & Entrp HS,383,0,0.0,381,99.5,0,0.0,0,0.0,2,0.5,0,0.0,0,0.0,0,0.0,0,0.0
53,400091,8022,Chicago Adv Tech Acad HS,199,5,2.5,162,81.4,0,0.0,0,0.0,27,13.6,1,0.5,1,0.5,0,0.0,3,1.5
53,400022,8047,Chicago Arts HS,300,42,14.0,151,50.3,1,0.3,0,0.0,83,27.7,17,5.7,5,1.7,0,0.0,1,0.3
53,400038,1225,Community Service West HS,165,0,0.0,161,97.6,0,0.0,0,0.0,3,1.8,1,0.6,0,0.0,0,0.0,0,0.0
53,400040,6650,Frazier Prep Acad,433,0,0.0,427,98.6,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,1,0.2,4,0.9
53,400095,8064,Garfield Park Prep Acad,216,1,0.5,204,94.4,0,0.0,1,0.5,9,4.2,1,0.5,0,0.0,0,0.0,0,0.0
53,400043,8067,Hope Inst Learning Acad,350,14,4.0,273,78.0,1,0.3,0,0.0,57,16.3,2,0.6,3,0.9,0,0.0,0,0.0
53,400045,2055,Nkrumah Academy,152,0,0.0,152,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
53,400068,2045,Plato Learning Acad,325,1,0.3,322,99.1,0,0.0,0,0.0,2,0.6,0,0.0,0,0.0,0,0.0,0,0.0
54,609772,2020,Addams,915,27,3.0,11,1.2,2,0.2,0,0.0,868,94.9,4,0.4,3,0.3,0,0.0,0,0.0
54,609951,3640,Ariel,524,0,0.0,513,97.9,0,0.0,0,0.0,11,2.1,0,0.0,0,0.0,0,0.0,0,0.0
54,609782,2110,Audubon,537,269,50.1,22,4.1,2,0.4,0,0.0,198,36.9,33,6.1,9,1.7,2,0.4,2,0.4
54,609796,2240,Beaubien,"1,167",415,35.6,25,2.1,5,0.4,1,0.1,490,42.0,62,5.3,164,14.1,3,0.3,2,0.2
54,610350,7860,Black Magnet,477,1,0.2,460,96.4,1,0.2,0,0.0,6,1.3,8,1.7,0,0.0,1,0.2,0,0.0
54,610087,4990,Blair,114,18,15.8,29,25.4,3,2.6,0,0.0,61,53.5,0,0.0,2,1.8,1,0.9,0,0.0
54,609810,2380,Bridge,936,512,54.7,11,1.2,2,0.2,0,0.0,374,40.0,17,1.8,20,2.1,0,0.0,0,0.0
54,610317,7470,Brighton Park,729,12,1.6,6,0.8,7,1.0,1,0.1,690,94.7,3,0.4,4,0.5,0,0.0,6,0.8
54,609726,1500,Brooks CPHS,765,10,1.3,659,86.1,0,0.0,0,0.0,93,12.2,1,0.1,0,0.0,0,0.0,2,0.3
54,609817,2440,Budlong,831,241,29.0,36,4.3,11,1.3,1,0.1,367,44.2,20,2.4,154,18.5,1,0.1,0,0.0
54,609829,2540,Burroughs,471,20,4.2,8,1.7,0,0.0,0,0.0,438,93.0,1,0.2,2,0.4,1,0.2,1,0.2
54,609837,2630,Carnegie,704,2,0.3,671,95.3,0,0.0,0,0.0,7,1.0,2,0.3,0,0.0,0,0.0,22,3.1
54,609842,2660,Carson,"1,284",4,0.3,72,5.6,23,1.8,0,0.0,"1,183",92.1,2,0.2,0,0.0,0,0.0,0,0.0
54,609849,2720,Cassell,354,255,72.0,56,15.8,2,0.6,0,0.0,31,8.8,7,2.0,3,0.8,0,0.0,0,0.0
