,School Year,School ID,School Name,Homeroom,Count of Suspension Events,Dummy Room number to remove names,Original Homeroom
19774,2010-2011,609805,JOPLIN,A102,*,,A102
19775,2010-2011,609811,BRIGHT,A108,*,,A108
19776,2010-2011,609821,BURNHAM,A203,*,,A203
19777,2010-2011,609830,BRUNSON,A204,*,,A204
19778,2010-2011,609830,BRUNSON,A205,*,,A205
19779,2010-2011,609832,BYRNE,A206,*,,A206
19780,2010-2011,609856,CLAY,A207,*,,A207
19781,2010-2011,609859,CLINTON,A208,*,,A208
19782,2010-2011,609859,CLINTON,A209,*,,A209
19783,2010-2011,609865,JORDAN,A300,*,,A300
19784,2010-2011,609875,DARWIN,A301,*,,A301
19785,2010-2011,609885,DEWEY,A302,*,,A302
19786,2010-2011,609888,DODGE,A306,*,,A306
19787,2010-2011,609888,DODGE,A307,*,,A307
19788,2010-2011,609888,DODGE,A308,*,,A308
19789,2010-2011,609895,TURNER-DREW,A309,*,,A309
19790,2010-2011,609895,TURNER-DREW,,*,,
19791,2010-2011,609895,TURNER-DREW,A201,*,,A201
19792,2010-2011,609898,EBERHART,A209,*,,A209
19793,2010-2011,609906,EMMET,A210,*,,A210
19794,2010-2011,609913,GOODLOW,A306,*,,A306
19795,2010-2011,609913,GOODLOW,A310,*,,A310
19796,2010-2011,609913,GOODLOW,A312,*,,A312
19797,2010-2011,609916,FERMI,,*,,
19798,2010-2011,609941,RANDOLPH,A204,*,,A204
19799,2010-2011,609942,GOETHE,A207,*,,A207
19800,2010-2011,609943,GOMPERS,A304,*,,A304
19801,2010-2011,609958,GUNSAULUS,A305,*,,A305
19802,2010-2011,609972,HAUGAN,A308,*,,A308
19803,2010-2011,609972,HAUGAN,A309,*,,A309
19804,2010-2011,609975,HAY,,*,,
19805,2010-2011,609989,HERBERT,A106,*,,A106
19806,2010-2011,609991,HERZL,A110,*,,A110
19807,2010-2011,609991,HERZL,A205,*,,A205
19808,2010-2011,609991,HERZL,A207,*,,A207
19809,2010-2011,609993,LARA,A213,*,,A213
19810,2010-2011,609997,HOLMES,A305,*,,A305
19811,2010-2011,610017,SAUCEDO,A307,*,,A307
19812,2010-2011,610020,KEY,A311,*,,A311
19813,2010-2011,610032,GREEN,,*,,
19814,2010-2011,610034,LAWNDALE,A101,*,,A101
19815,2010-2011,610036,LEWIS,A103,*,,A103
19816,2010-2011,610036,LEWIS,A105,*,,A105
19817,2010-2011,610052,MANN,A106,*,,A106
19818,2010-2011,610052,MANN,A107,*,,A107
19819,2010-2011,610053,MARQUETTE,A203,*,,A203
19820,2010-2011,610054,MARSH,A300,*,,A300
19821,2010-2011,610054,MARSH,A303,*,,A303
19822,2010-2011,610054,MARSH,,*,,
19823,2010-2011,610058,MAY,A206,*,,A206
19824,2010-2011,610063,MCCORMICK,A208,*,,A208
19825,2010-2011,610082,MOUNT GREENWOOD,A210,*,,A210
19826,2010-2011,610086,MOUNT VERNON,A211,*,,A211
19827,2010-2011,610090,MURRAY,A213,*,,A213
19828,2010-2011,610092,NASH,,*,,
19829,2010-2011,610107,OTIS,A204,*,,A204
19830,2010-2011,610111,PALMER,A303,*,,A303
19831,2010-2011,610112,PARKER,A305,*,,A305
19832,2010-2011,610117,PASTEUR,A306,*,,A306
19833,2010-2011,610125,RUIZ,A308,*,,A308
19834,2010-2011,610127,PETERSON,A406,*,,A406
19835,2010-2011,610128,GARVEY,,*,,
19836,2010-2011,610130,PIRIE,A106,*,,A106
19837,2010-2011,610147,ROGERS,A203,*,,A203
19838,2010-2011,610150,ROSS,A207,*,,A207
19839,2010-2011,610157,SAWYER,A211,*,,A211
19840,2010-2011,610157,SAWYER,,*,,
19841,2010-2011,610171,MIRELES,A208,*,,A208
19842,2010-2011,610174,SHIELDS,A305,*,,A305
19843,2010-2011,610179,SMYSER,A306,*,,A306
19844,2010-2011,610187,STEWART,A307,*,,A307
19845,2010-2011,610199,COLEMON,A308,*,,A308
19846,2010-2011,610208,LAVIZZO,A401,*,,A401
19847,2010-2011,610209,VOLTA,A404,*,,A404
19848,2010-2011,610218,WARREN,A405,*,,A405
19849,2010-2011,610227,WHITNEY,A408,*,,A408
19850,2010-2011,610229,PRITZKER,,*,,
19851,2010-2011,610229,PRITZKER,A103,*,,A103
19852,2010-2011,610229,PRITZKER,A104,*,,A104
19853,2010-2011,610238,BOND,A204,*,,A204
19854,2010-2011,610239,DALEY,A208,*,,A208
19855,2010-2011,610239,DALEY,A209,*,,A209
19856,2010-2011,610263,DULLES,,*,,
19857,2010-2011,610268,ASHE,A210,*,,A210
19858,2010-2011,610268,ASHE,,*,,
19859,2010-2011,610277,OVERTON,A208,*,,A208
19860,2010-2011,610277,OVERTON,A304,*,,A304
19861,2010-2011,610279,TANNER,,*,,
19862,2010-2011,610284,NEW FIELD,A104,*,,A104
19863,2010-2011,610285,WOODS,A105,*,,A105
19864,2010-2011,610291,LEE,A106,*,,A106
19865,2010-2011,610300,WESTCOTT,A107,*,,A107
19866,2010-2011,610304,PHOENIX MILITARY HS,,*,,
19867,2010-2011,610304,PHOENIX MILITARY HS,8,*,,117
19868,2010-2011,610310,SCHOOL OF THE ARTS HS,8,*,,212
19869,2010-2011,610311,ENTREPRENEURSHP HS,8,*,,214
19870,2010-2011,610347,CLAREMONT,8,*,,216
19871,2010-2011,610347,CLAREMONT,8,*,,217
19872,2010-2011,610363,DISNEY,8,*,,220
19873,2010-2011,610364,DUBOIS,8,*,,223
19874,2010-2011,610371,IDOC/HEALY HS,8,*,,312
19875,2010-2011,610374,ROBESON AA HS,8,*,,314
19876,2010-2011,610380,"WILLIAMS, D",8,*,,316
19877,2010-2011,610380,"WILLIAMS, D",8,*,,320
19878,2010-2011,610384,INFINITY HS,8,*,,322
19879,2010-2011,610385,MULTICULTURAL ARTS HS,8,*,,324
19880,2010-2011,610385,MULTICULTURAL ARTS HS,,*,,
19881,2010-2011,610390,RICKOVER HS,A102,*,,A102
19882,2010-2011,610394,UPLIFT HS,A130,*,,A130
19883,2010-2011,610394,UPLIFT HS,A225,*,,A225
19884,2010-2011,610394,UPLIFT HS,A229,*,,A229
19885,2010-2011,610394,UPLIFT HS,A230,*,,A230
19886,2010-2011,610499,COLLINS HS,A234,*,,A234
19887,2010-2011,610501,AUSTIN POLY HS,A301,*,,A301
19888,2010-2011,610513,AIR FORCE HS,A305,*,,A305
19889,2010-2011,610521,"DAVIS, M",A311,*,,A311
19890,2010-2011,610521,"DAVIS, M",A313,*,,A313
19891,2010-2011,610532,HERNANDEZ,,*,,
19892,2010-2011,610533,PRIETO,A208,*,,A208
19893,2011-2012,400022,CHGO ARTS CONTR HS,A309,*,,A309
19894,2011-2012,400043,HOPE CONTR ES,A310,*,,A310
19895,2011-2012,400043,HOPE CONTR ES,,*,,
19896,2011-2012,609674,CHICAGO VOCATIONAL HS,A103,*,,A103
19897,2011-2012,609674,CHICAGO VOCATIONAL HS,A106,*,,A106
19898,2011-2012,609674,CHICAGO VOCATIONAL HS,A112,*,,A112
19899,2011-2012,609676,DUNBAR HS,A203,*,,A203
19900,2011-2012,609678,JONES HS,A207,*,,A207
19901,2011-2012,609678,JONES HS,A209,*,,A209
19902,2011-2012,609678,JONES HS,A303,*,,A303
19903,2011-2012,609679,PROSSER HS,A306,*,,A306
19904,2011-2012,609679,PROSSER HS,A307,*,,A307
19905,2011-2012,609679,PROSSER HS,A308,*,,A308
19906,2011-2012,609679,PROSSER HS,,*,,
19907,2011-2012,609679,PROSSER HS,A114,*,,A114
19908,2011-2012,609679,PROSSER HS,A116,*,,A116
19909,2011-2012,609679,PROSSER HS,A202,*,,A202
19910,2011-2012,609679,PROSSER HS,A203,*,,A203
19911,2011-2012,609682,RICHARDS HS,A208,*,,A208
19912,2011-2012,609682,RICHARDS HS,A210,*,,A210
19913,2011-2012,609691,NORTH-GRAND HS,A213,*,,A213
19914,2011-2012,609692,SIMEON HS,A214,*,,A214
19915,2011-2012,609692,SIMEON HS,A216,*,,A216
19916,2011-2012,609692,SIMEON HS,A217,*,,A217
19917,2011-2012,609692,SIMEON HS,,*,,
19918,2011-2012,609692,SIMEON HS,8,*,,108
19919,2011-2012,609692,SIMEON HS,8,*,,200
19920,2011-2012,609692,SIMEON HS,8,*,,203
19921,2011-2012,609692,SIMEON HS,8,*,,209
19922,2011-2012,609693,GEORGE WESTINGHOUSE HS,8,*,,211
19923,2011-2012,609694,HANCOCK HS,8,*,,217
19924,2011-2012,609694,HANCOCK HS,,*,,
19925,2011-2012,609695,AMUNDSEN HS,A103,*,,A103
19926,2011-2012,609695,AMUNDSEN HS,A109,*,,A109
19927,2011-2012,609698,BOGAN HS,A201,*,,A201
19928,2011-2012,609698,BOGAN HS,A202,*,,A202
19929,2011-2012,609698,BOGAN HS,A203,*,,A203
19930,2011-2012,609698,BOGAN HS,A204,*,,A204
19931,2011-2012,609698,BOGAN HS,A206,*,,A206
19932,2011-2012,609702,CRANE HS,A209,*,,A209
19933,2011-2012,609704,FARRAGUT HS,A303,*,,A303
19934,2011-2012,609708,FOREMAN HS,A308,*,,A308
19935,2011-2012,609708,FOREMAN HS,B207,*,,B207
19936,2011-2012,609708,FOREMAN HS,B210,*,,B210
19937,2011-2012,609708,FOREMAN HS,,*,,
19938,2011-2012,609708,FOREMAN HS,A212,*,,A212
19939,2011-2012,609708,FOREMAN HS,A300,*,,A300
19940,2011-2012,609708,FOREMAN HS,A320,*,,A320
19941,2011-2012,609708,FOREMAN HS,,*,,
19942,2011-2012,609708,FOREMAN HS,A106,*,,A106
19943,2011-2012,609713,HYDE PARK HS,A203,*,,A203
19944,2011-2012,609715,KELLY HS,,*,,
19945,2011-2012,609718,KENNEDY HS,A301,*,,A301
19946,2011-2012,609718,KENNEDY HS,A302,*,,A302
19947,2011-2012,609719,LAKE VIEW HS,A303,*,,A303
19948,2011-2012,609719,LAKE VIEW HS,A304,*,,A304
19949,2011-2012,609719,LAKE VIEW HS,A305,*,,A305
19950,2011-2012,609720,LANE HS,A306,*,,A306
19951,2011-2012,609722,MANLEY HS,A307,*,,A307
19952,2011-2012,609722,MANLEY HS,A308,*,,A308
19953,2011-2012,609725,MORGAN PARK HS,A309,*,,A309
19954,2011-2012,609725,MORGAN PARK HS,A311,*,,A311
19955,2011-2012,609725,MORGAN PARK HS,A312,*,,A312
19956,2011-2012,609725,MORGAN PARK HS,A401,*,,A401
19957,2011-2012,609725,MORGAN PARK HS,A402,*,,A402
19958,2011-2012,609725,MORGAN PARK HS,A403,*,,A403
19959,2011-2012,609728,ROOSEVELT HS,A405,*,,A405
19960,2011-2012,609728,ROOSEVELT HS,A408,*,,A408
19961,2011-2012,609728,ROOSEVELT HS,A409,*,,A409
19962,2011-2012,609728,ROOSEVELT HS,A411,*,,A411
19963,2011-2012,609728,ROOSEVELT HS,A412,*,,A412
19964,2011-2012,609728,ROOSEVELT HS,A415,*,,A415
19965,2011-2012,609728,ROOSEVELT HS,,*,,
19966,2011-2012,609728,ROOSEVELT HS,A204,*,,A204
19967,2011-2012,609729,SCHURZ HS,,*,,
19968,2011-2012,609729,SCHURZ HS,A212,*,,A212
19969,2011-2012,609729,SCHURZ HS,A214,*,,A214
19970,2011-2012,609729,SCHURZ HS,A302,*,,A302
19971,2011-2012,609729,SCHURZ HS,A312,*,,A312
19972,2011-2012,609729,SCHURZ HS,A314,*,,A314
19973,2011-2012,609730,SENN HS,,*,,
19974,2011-2012,609732,STEINMETZ  HS,A113,*,,A113
19975,2011-2012,609732,STEINMETZ  HS,A116,*,,A116
19976,2011-2012,609732,STEINMETZ  HS,A301,*,,A301
19977,2011-2012,609734,TAFT HS,A302,*,,A302
19978,2011-2012,609734,TAFT HS,A304,*,,A304
19979,2011-2012,609734,TAFT HS,A308,*,,A308
19980,2011-2012,609734,TAFT HS,A311,*,,A311
19981,2011-2012,609735,TILDEN HS,A312,*,,A312
19982,2011-2012,609735,TILDEN HS,,*,,
19983,2011-2012,609736,DYETT HS,A301,*,,A301
19984,2011-2012,609738,LINCOLN PARK HS,A302,*,,A302
19985,2011-2012,609738,LINCOLN PARK HS,A303,*,,A303
19986,2011-2012,609738,LINCOLN PARK HS,A401,*,,A401
19987,2011-2012,609738,LINCOLN PARK HS,A402,*,,A402
19988,2011-2012,609738,LINCOLN PARK HS,A403,*,,A403
19989,2011-2012,609738,LINCOLN PARK HS,A404,*,,A404
19990,2011-2012,609738,LINCOLN PARK HS,A405,*,,A405
19991,2011-2012,609738,LINCOLN PARK HS,A501,*,,A501
19992,2011-2012,609738,LINCOLN PARK HS,A502,*,,A502
19993,2011-2012,609738,LINCOLN PARK HS,A503,*,,A503
19994,2011-2012,609739,WASHINGTON HS,A504,*,,A504
19995,2011-2012,609740,WELLS HS,A505,*,,A505
19996,2011-2012,609740,WELLS HS,,*,,
19997,2011-2012,609741,HUBBARD HS,A202,*,,A202
19998,2011-2012,609741,HUBBARD HS,A208,*,,A208
19999,2011-2012,609741,HUBBARD HS,,*,,
20000,2011-2012,609741,HUBBARD HS,A106,*,,A106
20001,2011-2012,609741,HUBBARD HS,A109,*,,A109
20002,2011-2012,609745,SOUTHSIDE HS,A205,*,,A205
20003,2011-2012,609746,KENWOOD HS,A210,*,,A210
20004,2011-2012,609746,KENWOOD HS,A215,*,,A215
20005,2011-2012,609750,SIMPSON HS,A218,*,,A218
20006,2011-2012,609751,KING HS,A222,*,,A222
20007,2011-2012,609753,CHGO AGR HS,A227,*,,A227
20008,2011-2012,609755,YOUNG HS,A231,*,,A231
20009,2011-2012,609756,CURIE HS,A318,*,,A318
20010,2011-2012,609756,CURIE HS,A319,*,,A319
20011,2011-2012,609756,CURIE HS,A321,*,,A321
20012,2011-2012,609756,CURIE HS,A331,*,,A331
20013,2011-2012,609756,CURIE HS,A333,*,,A333
20014,2011-2012,609756,CURIE HS,,*,,
20015,2011-2012,609756,CURIE HS,A101,*,,A101
20016,2011-2012,609756,CURIE HS,A106,*,,A106
20017,2011-2012,609756,CURIE HS,A107,*,,A107
20018,2011-2012,609756,CURIE HS,,*,,
20019,2011-2012,609761,CORLISS HS,A116,*,,A116
20020,2011-2012,609761,CORLISS HS,,*,,
20021,2011-2012,609761,CORLISS HS,A148,*,,A148
20022,2011-2012,609762,JULIAN HS,A220,*,,A220
20023,2011-2012,609764,JUAREZ HS,A233,*,,A233
20024,2011-2012,609764,JUAREZ HS,A304,*,,A304
20025,2011-2012,609764,JUAREZ HS,A305,*,,A305
20026,2011-2012,609764,JUAREZ HS,A312,*,,A312
20027,2011-2012,609764,JUAREZ HS,A314,*,,A314
20028,2011-2012,609764,JUAREZ HS,,*,,
20029,2011-2012,609764,JUAREZ HS,A203,*,,A203
20030,2011-2012,609764,JUAREZ HS,A205,*,,A205
20031,2011-2012,609768,HOPE HS,A206,*,,A206
20032,2011-2012,609780,AMES,A208,*,,A208
20033,2011-2012,609780,AMES,A307,*,,A307
20034,2011-2012,609790,BARTON,,*,,
20035,2011-2012,609793,NICHOLSON TECH ACAD,A112,*,,A112
20036,2011-2012,609795,"CLARK, G",A114,*,,A114
20037,2011-2012,609806,BRADWELL,A312,*,,A312
20038,2011-2012,609811,BRIGHT,A314,*,,A314
20039,2011-2012,609812,"BROWN, W",,*,,
20040,2011-2012,609812,"BROWN, W",8,*,,207
20041,2011-2012,609818,BURBANK,,*,,
20042,2011-2012,609821,BURNHAM,Estrada,*,,Estrada
20043,2011-2012,609826,CASTELLANOS,Flowers,*,,Flowers
20044,2011-2012,609836,CANTY,Forbes,*,,Forbes
20045,2011-2012,609839,CARROLL,Gonzale,*,,Gonzale
20046,2011-2012,609839,CARROLL,Green,*,,Green
20047,2011-2012,609853,CHASE,Guitere,*,,Guitere
20048,2011-2012,609856,CLAY,Jachim,*,,Jachim
20049,2011-2012,609856,CLAY,Linn,*,,Linn
20050,2011-2012,609863,COLUMBUS,McLaugh,*,,McLaugh
20051,2011-2012,609865,JORDAN,,*,,
20052,2011-2012,609870,CORKERY,Nelson,*,,Nelson
20053,2011-2012,609870,CORKERY,Newton,*,,Newton
20054,2011-2012,609874,DIRKSEN,Shafii,*,,Shafii
20055,2011-2012,609874,DIRKSEN,Singer,*,,Singer
20056,2011-2012,609875,DARWIN,Smith,*,,Smith
20057,2011-2012,609881,DELANO,Tyre,*,,Tyre
20058,2011-2012,609883,DENEEN,Vespa,*,,Vespa
20059,2011-2012,609885,DEWEY,Zayre,*,,Zayre
20060,2011-2012,609885,DEWEY,A202,*,,A202
20061,2011-2012,609887,DIXON,A206,*,,A206
20062,2011-2012,609888,DODGE,A214,*,,A214
20063,2011-2012,609898,EBERHART,A215,*,,A215
20064,2011-2012,609898,EBERHART,A302,*,,A302
20065,2011-2012,609898,EBERHART,A306,*,,A306
20066,2011-2012,609898,EBERHART,A308,*,,A308
20067,2011-2012,609902,METCALFE,A310,*,,A310
20068,2011-2012,609903,EDWARDS,A312,*,,A312
20069,2011-2012,609907,ERICSON,B007,*,,B007
20070,2011-2012,609909,EVERETT,B102,*,,B102
20071,2011-2012,609919,FISKE,B103,*,,B103
20072,2011-2012,609924,FORT DEARBORN,B201,*,,B201
20073,2011-2012,609924,FORT DEARBORN,B203,*,,B203
20074,2011-2012,609927,FOSTER PARK,B207,*,,B207
20075,2011-2012,609933,GALE,B212,*,,B212
20076,2011-2012,609938,GARY,,*,,
20077,2011-2012,609938,GARY,A200,*,,A200
20078,2011-2012,609944,GRISSOM,A208,*,,A208
20079,2011-2012,609947,GRAHAM,A211,*,,A211
20080,2011-2012,609947,GRAHAM,A213,*,,A213
20081,2011-2012,609947,GRAHAM,A214,*,,A214
20082,2011-2012,609976,HAYT,A301,*,,A301
20083,2011-2012,609977,WOODLAWN,A303,*,,A303
20084,2011-2012,609979,HEALY,A305,*,,A305
20085,2011-2012,609986,HENDERSON,A312,*,,A312
20086,2011-2012,609986,HENDERSON,A313,*,,A313
20087,2011-2012,609990,SOUTH LOOP,,*,,
20088,2011-2012,609993,LARA,A361,*,,A361
20089,2011-2012,610003,CUFFE,A362,*,,A362
20090,2011-2012,610011,JAMIESON,A363,*,,A363
20091,2011-2012,610017,SAUCEDO,A364,*,,A364
20092,2011-2012,610019,KERSHAW,A365,*,,A365
20093,2011-2012,610019,KERSHAW,A461,*,,A461
20094,2011-2012,610021,CASALS,A462,*,,A462
20095,2011-2012,610021,CASALS,A463,*,,A463
20096,2011-2012,610021,CASALS,A464,*,,A464
20097,2011-2012,610023,KING,A465,*,,A465
20098,2011-2012,610027,KIPLING,A561,*,,A561
20099,2011-2012,610031,LAFAYETTE,A562,*,,A562
20100,2011-2012,610041,"LOCKE, J",A563,*,,A563
20101,2011-2012,610045,LAWRENCE,A564,*,,A564
20102,2011-2012,610051,NORTHWEST,A565,*,,A565
20103,2011-2012,610051,NORTHWEST,A661,*,,A661
20104,2011-2012,610053,MARQUETTE,A662,*,,A662
20105,2011-2012,610055,FARADAY,A663,*,,A663
20106,2011-2012,610055,FARADAY,A664,*,,A664
20107,2011-2012,610057,FAIRFIELD,A665,*,,A665
20108,2011-2012,610057,FAIRFIELD,,*,,
20109,2011-2012,610057,FAIRFIELD,A208,*,,A208
20110,2011-2012,610058,MAY,A209,*,,A209
20111,2011-2012,610058,MAY,A210,*,,A210
20112,2011-2012,610059,MAYER,A211,*,,A211
20113,2011-2012,610061,MAYO,,*,,
20114,2011-2012,610065,TILL,A111,*,,A111
20115,2011-2012,610065,TILL,A202,*,,A202
20116,2011-2012,610065,TILL,A204,*,,A204
20117,2011-2012,610073,MITCHELL,A208,*,,A208
20118,2011-2012,610091,"BROWN, R",A209,*,,A209
20119,2011-2012,610092,NASH,A210,*,,A210
20120,2011-2012,610092,NASH,A212,*,,A212
20121,2011-2012,610096,NIGHTINGALE,A302,*,,A302
20122,2011-2012,610098,NOBEL,A304,*,,A304
20123,2011-2012,610103,O'KEEFFE,A309,*,,A309
20124,2011-2012,610103,O'KEEFFE,A310,*,,A310
20125,2011-2012,610110,"WELLS, I",A314,*,,A314
20126,2011-2012,610112,PARKER,A315,*,,A315
20127,2011-2012,610133,"WARD, L",A316,*,,A316
20128,2011-2012,610134,POPE,,*,,
20129,2011-2012,610137,PRUSSING,A301,*,,A301
20130,2011-2012,610137,PRUSSING,A302,*,,A302
20131,2011-2012,610147,ROGERS,A303,*,,A303
20132,2011-2012,610150,ROSS,A401,*,,A401
20133,2011-2012,610170,COLUMBIA EXPLORERS,A402,*,,A402
20134,2011-2012,610171,MIRELES,A403,*,,A403
20135,2011-2012,610176,SHOOP,A405,*,,A405
20136,2011-2012,610185,STEVENSON,A490,*,,A490
20137,2011-2012,610187,STEWART,A501,*,,A501
20138,2011-2012,610205,TRUMBULL,A503,*,,A503
20139,2011-2012,610208,LAVIZZO,A504,*,,A504
20140,2011-2012,610209,VOLTA,A506,*,,A506
20141,2011-2012,610209,VOLTA,A590,*,,A590
20142,2011-2012,610215,MADERO,A591,*,,A591
20143,2011-2012,610218,WARREN,A592,*,,A592
20144,2011-2012,610223,WENTWORTH,A602,*,,A602
20145,2011-2012,610231,NATIONAL TEACHERS,A690,*,,A690
20146,2011-2012,610235,YOUNG,,*,,
20147,2011-2012,610240,HENSON,A112,*,,A112
20148,2011-2012,610242,BRENNEMANN,A202,*,,A202
20149,2011-2012,610243,CALHOUN,A211,*,,A211
20150,2011-2012,610244,CLARK HS,A305,*,,A305
20151,2011-2012,610246,BEASLEY,A307,*,,A307
20152,2011-2012,610248,CHGO ACAD ES,A309,*,,A309
20153,2011-2012,610248,CHGO ACAD ES,,*,,
20154,2011-2012,610249,TALMAN,A101,*,,A101
20155,2011-2012,610264,REED,A200,*,,A200
20156,2011-2012,610266,DUMAS TECH ACAD,A204,*,,A204
20157,2011-2012,610266,DUMAS TECH ACAD,A213,*,,A213
20158,2011-2012,610271,JENSEN,A300,*,,A300
20159,2011-2012,610276,MOLLISON,A301,*,,A301
20160,2011-2012,610277,OVERTON,A303,*,,A303
20161,2011-2012,610285,WOODS,A304,*,,A304
20162,2011-2012,610290,MAYS,A306,*,,A306
20163,2011-2012,610290,MAYS,A312,*,,A312
20164,2011-2012,610291,LEE,A313,*,,A313
20165,2011-2012,610297,SCHOOL OF LEADRSHP HS,,*,,
20166,2011-2012,610300,WESTCOTT,A107,*,,A107
20167,2011-2012,610316,EARHART,A202,*,,A202
20168,2011-2012,610316,EARHART,A204,*,,A204
20169,2011-2012,610317,BRIGHTON PARK,A206,*,,A206
20170,2011-2012,610323,NEW MILLENNIUM HS,A208,*,,A208
20171,2011-2012,610325,LOGANDALE,A211,*,,A211
20172,2011-2012,610325,LOGANDALE,A214,*,,A214
20173,2011-2012,610334,RABY HS,A302,*,,A302
20174,2011-2012,610340,CHGO ACAD HS,A303,*,,A303
20175,2011-2012,610345,WOODSON,A304,*,,A304
20176,2011-2012,610347,CLAREMONT,A305,*,,A305
20177,2011-2012,610363,DISNEY,A307,*,,A307
20178,2011-2012,610364,DUBOIS,A308,*,,A308
20179,2011-2012,610368,"HUGHES, L",A309,*,,A309
20180,2011-2012,610369,"JACKSON, M",A310,*,,A310
20181,2011-2012,610369,"JACKSON, M",A312,*,,A312
20182,2011-2012,610380,"WILLIAMS, D",A314,*,,A314
20183,2011-2012,610380,"WILLIAMS, D",,*,,
20184,2011-2012,610383,GREATER LAWNDALE HS,A103,*,,A103
20185,2011-2012,610385,MULTICULTURAL ACAD SCHOLARSHIP,A104,*,,A104
20186,2011-2012,610389,ORR HS,A201,*,,A201
20187,2011-2012,610390,RICKOVER HS,A202,*,,A202
20188,2011-2012,610390,RICKOVER HS,A206,*,,A206
20189,2011-2012,610392,WORLD LANGUAGE HS,A208,*,,A208
20190,2011-2012,610394,UPLIFT HS,A209,*,,A209
20191,2011-2012,610394,UPLIFT HS,A212,*,,A212
20192,2011-2012,610394,UPLIFT HS,A214,*,,A214
20193,2011-2012,610394,UPLIFT HS,,*,,
20194,2011-2012,610395,PERSHING MIDDLE,A100E,*,,A100E
20195,2011-2012,610396,TARKINGTON,A100W,*,,A100W
20196,2011-2012,610396,TARKINGTON,A101,*,,A101
20197,2011-2012,610502,MARINE MILITARY HS,A105,*,,A105
20198,2011-2012,610502,MARINE MILITARY HS,A107,*,,A107
20199,2011-2012,610503,FRAZIER PROSPECTIVE,A108,*,,A108
20200,2011-2012,610503,FRAZIER PROSPECTIVE,A110,*,,A110
20201,2011-2012,610503,FRAZIER PROSPECTIVE,A113,*,,A113
20202,2011-2012,610513,AIR FORCE HS,B204,*,,B204
20203,2011-2012,610518,VOISE HS,B207,*,,B207
20204,2011-2012,610521,"DAVIS, M",,*,,
20205,2011-2012,610532,HERNANDEZ,A123,*,,A123
20206,2011-2012,610541,LORCA,A125,*,,A125
20207,2011-2012,610547,SOUTH SHORE INTL HS,A127,*,,A127
20208,2012-2013,400022,CHGO ARTS CONTR HS,A129,*,,A129
20209,2012-2013,400043,HOPE CONTR ES,,*,,
20210,2012-2013,400091,CHICAGO TECH ACADEMY,,*,,
20211,2012-2013,400091,CHICAGO TECH ACADEMY,,*,,
20212,2012-2013,609676,DUNBAR HS,,*,,
20213,2012-2013,609676,DUNBAR HS,A300,*,,A300
20214,2012-2013,609676,DUNBAR HS,A400,*,,A400
20215,2012-2013,609676,DUNBAR HS,A500,*,,A500
20216,2012-2013,609679,PROSSER HS,,*,,
20217,2012-2013,609679,PROSSER HS,A118,*,,A118
20218,2012-2013,609679,PROSSER HS,A120,*,,A120
20219,2012-2013,609679,PROSSER HS,A200,*,,A200
20220,2012-2013,609682,RICHARDS HS,A202,*,,A202
20221,2012-2013,609682,RICHARDS HS,A203,*,,A203
20222,2012-2013,609682,RICHARDS HS,A208,*,,A208
20223,2012-2013,609693,GEORGE WESTINGHOUSE HS,A210,*,,A210
20224,2012-2013,609693,GEORGE WESTINGHOUSE HS,A212,*,,A212
20225,2012-2013,609693,GEORGE WESTINGHOUSE HS,A218,*,,A218
20226,2012-2013,609693,GEORGE WESTINGHOUSE HS,,*,,
20227,2012-2013,609693,GEORGE WESTINGHOUSE HS,A102,*,,A102
20228,2012-2013,609694,HANCOCK HS,A131,*,,A131
20229,2012-2013,609694,HANCOCK HS,A203,*,,A203
20230,2012-2013,609694,HANCOCK HS,A206,*,,A206
20231,2012-2013,609698,BOGAN HS,A212,*,,A212
20232,2012-2013,609698,BOGAN HS,A213,*,,A213
20233,2012-2013,609698,BOGAN HS,A223,*,,A223
20234,2012-2013,609702,CRANE HS,A232,*,,A232
20235,2012-2013,609702,CRANE HS,A301,*,,A301
20236,2012-2013,609704,FARRAGUT HS,A304,*,,A304
20237,2012-2013,609705,FENGER HS,A306,*,,A306
20238,2012-2013,609708,FOREMAN HS,A307,*,,A307
20239,2012-2013,609708,FOREMAN HS,A308,*,,A308
20240,2012-2013,609708,FOREMAN HS,A309,*,,A309
20241,2012-2013,609708,FOREMAN HS,A311,*,,A311
20242,2012-2013,609709,GAGE PARK HS,A316,*,,A316
20243,2012-2013,609709,GAGE PARK HS,A318,*,,A318
20244,2012-2013,609709,GAGE PARK HS,A321,*,,A321
20245,2012-2013,609711,HARPER HS,A323,*,,A323
20246,2012-2013,609711,HARPER HS,A328,*,,A328
20247,2012-2013,609712,HIRSCH HS,A333,*,,A333
20248,2012-2013,609712,HIRSCH HS,,*,,
20249,2012-2013,609713,HYDE PARK HS,A212,*,,A212
20250,2012-2013,609715,KELLY HS,,*,,
20251,2012-2013,609716,KELVYN PARK HS,A208,*,,A208
20252,2012-2013,609718,KENNEDY HS,A213,*,,A213
20253,2012-2013,609718,KENNEDY HS,A216,*,,A216
20254,2012-2013,609719,LAKE VIEW HS,,*,,
20255,2012-2013,609719,LAKE VIEW HS,A103,*,,A103
20256,2012-2013,609723,MARSHALL HS,A104,*,,A104
20257,2012-2013,609724,MATHER HS,A106,*,,A106
