School ID,School Name,School Network,School Year,Time Period1,# of Misconducts,# of Group 1-2 Misconducts,# of Group 3-4 Misconducts,# of Group 5-6 Misconducts,# of Suspensions (includes ISS and OSS),"% of Misconducts Resulting in a Suspension
(includes ISS and OSS)",# of ISS,% of Misconducts Resulting in an ISS,ISS per 100 Students,# of Unique Students Receiving ISS,% of Unique Students Receiving ISS,Average Length of ISS,# of OSS,% of Misconducts Resulting in an OSS,OSS per 100 Students,# of Unique Students Receiving OSS,% of Unique Students Receiving OSS,Average Length of OSS,# of Police Notifications,% of Misconducts Resulting in a Police Notification,Police Notifications per 100 Students,# of Unique Students Receiving Police Notification,% of Unique Students Receiving Police Notification,# of Students Expelled,Expulsions per 100 Students
610108,O'TOOLE,ES Network - Englewood-Gresham,2012-2013,EOY,33,4,18,11,33,100,4,12.1,0.94,3,0.7,1,33,100,7.73,16,3.7,2.45,8,24.2,1.87,6,1.4,0,0
610108,O'TOOLE,Network 11,2013-2014,S1,4,0,4,0,4,100,0,0,0,0,0,0,4,100,0.95,4,1,2.25,1,25,0.24,1,0.2,0,0
610108,O'TOOLE,Network 11,2013-2014,EOY,7,0,4,3,7,100,0,0,0,0,0,0,7,100,1.61,7,1.6,2.14,1,14.3,0.23,1,0.2,0,0
610108,O'TOOLE,Network 11,2014-2015,S1,2,0,1,1,2,100,0,0,0,0,0,0,2,100,0.43,2,0.4,2.5,2,100,0.43,2,0.4,0,0
610108,O'TOOLE,Network 11,2014-2015,EOY,3,0,2,1,3,100,0,0,0,0,0,0,3,100,0.65,3,0.6,2,2,66.7,0.43,2,0.4,0,0
610277,OVERTON,ES Network - Burnham Park,2011-2012,EOY,141,6,126,9,138,97.9,17,12.1,4.05,16,3.8,1.82,121,85.8,28.8,70,16.7,3.47,0,0,0,0,0,0,0
610277,OVERTON,ES Network - Burnham Park,2012-2013,EOY,67,10,51,6,67,100,6,9,1.46,6,1.5,1,62,92.5,15.04,43,10.4,3.85,2,3,0.49,2,0.5,0,0
610109,OWEN,ES Network - Midway,2011-2012,EOY,14,6,8,0,12,85.7,0,0,0,0,0,0,12,85.7,4.91,9,3.7,2.08,0,0,0,0,0,0,0
610109,OWEN,ES Network - Midway,2012-2013,EOY,10,7,3,0,10,100,7,70,2.9,6,2.5,1.29,3,30,1.24,2,0.8,2.33,0,0,0,0,0,0,0
610109,OWEN,Network 10,2013-2014,S1,20,2,18,0,6,30,2,10,0.81,2,0.8,1,4,20,1.61,4,1.6,2.75,0,0,0,0,0,0,0
610109,OWEN,Network 10,2013-2014,EOY,24,4,19,1,9,37.5,2,8.3,0.82,2,0.8,1,7,29.2,2.86,7,2.9,2.71,0,0,0,0,0,0,0
610109,OWEN,Network 10,2014-2015,S1,2,0,0,2,2,100,2,100,0.8,1,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
610109,OWEN,Network 10,2014-2015,EOY,6,1,1,4,6,100,5,83.3,2.02,4,1.6,1.4,1,16.7,0.4,1,0.4,2,0,0,0,0,0,0,0
609932,OWENS,ES Network - Lake Calumet,2011-2012,EOY,28,2,25,1,25,89.3,0,0,0,0,0,0,25,89.3,7.51,12,3.6,2.32,0,0,0,0,0,0,0
609932,OWENS,ES Network - Lake Calumet,2012-2013,EOY,58,29,25,4,26,44.8,9,15.5,2.71,8,2.4,2,17,29.3,5.12,13,3.9,1.59,0,0,0,0,0,0,0
610273,PADEREWSKI,ES Network - Pilsen-Little Village,2011-2012,EOY,44,1,27,16,44,100,0,0,0,0,0,0,44,100,33.76,28,21.5,2.75,1,2.3,0.77,1,0.8,0,0
610273,PADEREWSKI,ES Network - Pilsen-Little Village,2012-2013,EOY,54,1,52,1,51,94.4,0,0,0,0,0,0,51,94.4,29.43,33,19,2.39,0,0,0,0,0,0,0
610111,PALMER,ES Network - O'Hare,2011-2012,EOY,94,52,38,4,20,21.3,12,12.8,1.31,10,1.1,1.42,8,8.5,0.87,6,0.7,5.88,5,5.3,0.55,4,0.4,0,0
610111,PALMER,ES Network - O'Hare,2012-2013,EOY,85,34,50,1,35,41.2,26,30.6,2.68,17,1.8,1.19,10,11.8,1.03,8,0.8,2.9,0,0,0,0,0,1,0.1
610111,PALMER,Network 1,2013-2014,S1,47,15,28,4,25,53.2,0,0,0,0,0,0,25,53.2,2.75,21,2.3,1.96,0,0,0,0,0,0,0
610111,PALMER,Network 1,2013-2014,EOY,91,22,54,15,65,71.4,0,0,0,0,0,0,65,71.4,7.18,41,4.5,2.14,0,0,0,0,0,0,0
610111,PALMER,Network 1,2014-2015,S1,33,7,13,13,22,66.7,3,9.1,0.34,3,0.3,1.33,19,57.6,2.15,11,1.2,3.16,1,3,0.11,1,0.1,0,0
610111,PALMER,Network 1,2014-2015,EOY,77,8,49,20,52,67.5,14,18.2,1.59,10,1.1,1.21,40,51.9,4.53,22,2.5,2.58,2,2.6,0.23,2,0.2,1,0.11
610115,PARK MANOR,ES Network - Skyway,2011-2012,EOY,49,11,31,7,48,98,4,8.2,1.14,4,1.1,2,44,89.8,12.52,33,9.4,3.11,1,2,0.28,1,0.3,0,0
610115,PARK MANOR,ES Network - Skyway,2012-2013,EOY,21,2,11,8,19,90.5,2,9.5,0.6,2,0.6,2.5,17,81,5.13,14,4.2,4.18,3,14.3,0.91,3,0.9,0,0
610115,PARK MANOR,Network 12,2013-2014,S1,16,1,11,4,10,62.5,2,12.5,0.57,2,0.6,3,8,50,2.3,4,1.1,2.88,1,6.3,0.29,1,0.3,0,0
610115,PARK MANOR,Network 12,2013-2014,EOY,21,1,14,6,12,57.1,2,9.5,0.58,2,0.6,3,10,47.6,2.91,5,1.5,3,2,9.5,0.58,2,0.6,0,0
610115,PARK MANOR,Network 12,2014-2015,S1,17,2,10,5,7,41.2,0,0,0,0,0,0,7,41.2,1.83,2,0.5,3.14,5,29.4,1.31,1,0.3,0,0
610115,PARK MANOR,Network 12,2014-2015,EOY,29,5,18,6,14,48.3,0,0,0,0,0,0,14,48.3,3.7,6,1.6,3.07,8,27.6,2.12,3,0.8,0,0
610112,PARKER,ES Network - Englewood-Gresham,2011-2012,EOY,295,18,261,16,250,84.7,44,14.9,5.48,41,5.1,1.14,206,69.8,25.67,123,15.3,2.21,25,8.5,3.11,21,2.6,0,0
610112,PARKER,ES Network - Englewood-Gresham,2012-2013,EOY,460,62,368,30,343,74.6,63,13.7,7.85,57,7.1,1.13,284,61.7,35.39,136,16.9,2.19,65,14.1,8.1,53,6.6,2,0.25
610112,PARKER,Network 11,2013-2014,S1,241,65,175,1,131,54.4,36,14.9,4.64,35,4.5,1,95,39.4,12.23,69,8.9,1.61,19,7.9,2.45,17,2.2,0,0
610112,PARKER,Network 11,2013-2014,EOY,440,111,327,2,258,58.6,68,15.5,8.82,59,7.7,1,190,43.2,24.65,105,13.6,1.61,26,5.9,3.37,20,2.6,0,0
610112,PARKER,Network 11,2014-2015,S1,83,29,47,7,42,50.6,30,36.1,3.92,30,3.9,1.03,16,19.3,2.09,13,1.7,2.19,2,2.4,0.26,2,0.3,0,0
610112,PARKER,Network 11,2014-2015,EOY,216,63,133,20,100,46.3,65,30.1,8.59,57,7.5,1.02,40,18.5,5.29,27,3.6,1.85,6,2.8,0.79,6,0.8,0,0
610114,PARKMAN,ES Network - Pershing,2011-2012,EOY,35,7,22,6,34,97.1,2,5.7,0.9,2,0.9,1,32,91.4,14.4,22,9.9,2.56,0,0,0,0,0,0,0
610114,PARKMAN,ES Network - Pershing,2012-2013,EOY,37,13,21,3,24,64.9,7,18.9,3.18,7,3.2,1.14,18,48.6,8.17,14,6.4,3.72,3,8.1,1.36,2,0.9,0,0
610116,PARKSIDE,ES Network - Skyway,2011-2012,EOY,223,21,172,30,150,67.3,0,0,0,0,0,0,150,67.3,44.67,78,23.2,2.09,8,3.6,2.38,7,2.1,0,0
610116,PARKSIDE,ES Network - Skyway,2012-2013,EOY,348,61,275,12,319,91.7,114,32.8,37.52,78,25.7,1.32,264,75.9,86.89,132,43.4,2.28,14,4,4.61,13,4.3,0,0
610116,PARKSIDE,Network 12,2013-2014,S1,79,1,73,5,60,75.9,7,8.9,2.39,7,2.4,1,57,72.2,19.48,42,14.4,2.77,1,1.3,0.34,1,0.3,0,0
610116,PARKSIDE,Network 12,2013-2014,EOY,197,2,186,9,146,74.1,20,10.2,6.71,18,6,1.35,137,69.5,45.93,70,23.5,3.07,2,1,0.67,2,0.7,0,0
610116,PARKSIDE,Network 12,2014-2015,S1,151,21,129,1,75,49.7,39,25.8,12.56,31,10,1.51,62,41.1,19.97,39,12.6,1.81,1,0.7,0.32,1,0.3,0,0
610116,PARKSIDE,Network 12,2014-2015,EOY,230,33,195,2,118,51.3,52,22.6,17.06,38,12.5,1.44,104,45.2,34.12,50,16.4,1.99,7,3,2.3,5,1.6,0,0
610117,PASTEUR,ES Network - Midway,2011-2012,EOY,65,16,47,2,59,90.8,12,18.5,1.02,11,0.9,1.83,47,72.3,4,34,2.9,2.32,2,3.1,0.17,2,0.2,0,0
610117,PASTEUR,ES Network - Midway,2012-2013,EOY,52,5,44,3,51,98.1,10,19.2,0.81,9,0.7,1.8,42,80.8,3.4,38,3.1,2.38,5,9.6,0.41,4,0.3,0,0
610117,PASTEUR,Network 8,2013-2014,S1,29,5,22,2,29,100,13,44.8,1.06,13,1.1,1.46,16,55.2,1.31,14,1.1,2.06,1,3.4,0.08,1,0.1,0,0
610117,PASTEUR,Network 8,2013-2014,EOY,58,8,48,2,42,72.4,21,36.2,1.7,21,1.7,1.38,21,36.2,1.7,18,1.5,2.05,2,3.4,0.16,2,0.2,0,0
610117,PASTEUR,Network 8,2014-2015,S1,29,10,17,2,8,27.6,5,17.2,0.4,4,0.3,2,3,10.3,0.24,3,0.2,1.67,2,6.9,0.16,1,0.1,0,0
610117,PASTEUR,Network 8,2014-2015,EOY,63,20,36,7,27,42.9,17,27,1.37,13,1,1.53,12,19,0.97,8,0.6,2.08,7,11.1,0.56,5,0.4,0,0
610557,PATHWAYS EDUCATION HS,Network - Alternative,2011-2012,EOY,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610557,PATHWAYS EDUCATION HS,Network - Alternative,2012-2013,EOY,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610557,PATHWAYS EDUCATION HS,Options,2013-2014,S1,2,0,0,2,1,50,0,0,0,0,0,0,1,50,0.33,1,0.3,2,2,100,0.67,2,0.7,0,0
610557,PATHWAYS EDUCATION HS,Options,2013-2014,EOY,2,0,0,2,1,50,0,0,0,0,0,0,1,50,0.33,1,0.3,2,2,100,0.66,2,0.7,0,0
610568,PATHWAYS IN EDUCATION- AVONDALE HS,Options,2014-2015,S1,2,2,0,0,2,100,0,0,0,0,0,0,2,100,0.68,2,0.7,5,1,50,0.34,1,0.3,0,0
610568,PATHWAYS IN EDUCATION- AVONDALE HS,Options,2014-2015,EOY,3,2,0,1,3,100,0,0,0,0,0,0,3,100,1.03,3,1,5,2,66.7,0.69,2,0.7,1,0.34
609680,PAYTON HS,HS Network - North-Northwest Side,2011-2012,EOY,36,11,21,4,13,36.1,0,0,0,0,0,0,13,36.1,1.49,10,1.1,3.46,1,2.8,0.11,1,0.1,0,0
609680,PAYTON HS,HS Network - North-Northwest Side,2012-2013,EOY,22,9,8,5,15,68.2,3,13.6,0.35,3,0.4,1,12,54.5,1.41,10,1.2,3.42,0,0,0,0,0,0,0
609680,PAYTON HS,Network 6,2013-2014,S1,59,52,7,0,49,83.1,44,74.6,5.39,35,4.3,1,5,8.5,0.61,5,0.6,2.8,0,0,0,0,0,0,0
609680,PAYTON HS,Network 6,2013-2014,EOY,63,55,8,0,50,79.4,44,69.8,5.41,35,4.3,1,6,9.5,0.74,6,0.7,2.83,0,0,0,0,0,0,0
609680,PAYTON HS,Network 6,2014-2015,S1,12,6,2,4,7,58.3,0,0,0,0,0,0,7,58.3,0.78,7,0.8,3.57,0,0,0,0,0,0,0
609680,PAYTON HS,Network 6,2014-2015,EOY,17,6,3,8,11,64.7,4,23.5,0.45,4,0.4,1.5,9,52.9,1.01,9,1,3,0,0,0,0,0,0,0
610119,PEABODY,ES Network - Fulton,2011-2012,EOY,30,1,27,2,27,90,0,0,0,0,0,0,27,90,9.27,15,5.2,1.33,4,13.3,1.37,3,1,0,0
610119,PEABODY,ES Network - Fulton,2012-2013,EOY,28,2,22,4,27,96.4,0,0,0,0,0,0,27,96.4,10.45,21,8.1,1.78,11,39.3,4.26,11,4.3,0,0
610386,PEACE & EDUCATION HS,Network - Alternative,2012-2013,EOY,1,1,0,0,1,100,1,100,0.76,1,0.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0
610386,PEACE & EDUCATION HS,Options,2013-2014,S1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610386,PEACE & EDUCATION HS,Options,2013-2014,EOY,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610386,PEACE AND EDUCATION HS,Options,2014-2015,S1,1,0,0,1,1,100,0,0,0,0,0,0,1,100,0.86,1,0.9,10,0,0,0,0,0,0,0
610386,PEACE AND EDUCATION HS,Options,2014-2015,EOY,5,1,3,1,4,80,3,60,2.68,3,2.7,2,1,20,0.89,1,0.9,10,1,20,0.89,1,0.9,0,0
610120,PECK,ES Network - Midway,2011-2012,EOY,30,3,24,3,30,100,1,3.3,0.06,1,0.1,2,29,96.7,1.88,18,1.2,2.48,0,0,0,0,0,0,0
610120,PECK,ES Network - Midway,2012-2013,EOY,19,3,13,3,19,100,4,21.1,0.26,4,0.3,2.75,16,84.2,1.03,15,1,2.88,1,5.3,0.06,1,0.1,0,0
610120,PECK,Network 8,2013-2014,S1,14,9,5,0,13,92.9,5,35.7,0.31,5,0.3,1.4,8,57.1,0.5,7,0.4,1.88,0,0,0,0,0,0,0
610120,PECK,Network 8,2013-2014,EOY,20,11,9,0,19,95,9,45,0.56,9,0.6,1.56,10,50,0.62,9,0.6,1.9,0,0,0,0,0,0,0
610120,PECK,Network 8,2014-2015,S1,175,159,16,0,1,0.6,0,0,0,0,0,0,1,0.6,0.06,1,0.1,2,0,0,0,0,0,0,0
610120,PECK,Network 8,2014-2015,EOY,411,358,49,4,8,1.9,2,0.5,0.12,2,0.1,2,6,1.5,0.37,6,0.4,2.5,0,0,0,0,0,0,0
610122,PEIRCE,ES Network - Ravenswood-Ridge,2011-2012,EOY,139,84,53,2,39,28.1,17,12.2,1.77,15,1.6,1.06,22,15.8,2.28,16,1.7,2,1,0.7,0.1,1,0.1,0,0
610122,PEIRCE,ES Network - Ravenswood-Ridge,2012-2013,EOY,208,163,34,11,35,16.8,5,2.4,0.5,3,0.3,1.4,30,14.4,2.98,20,2,3.23,5,2.4,0.5,4,0.4,0,0
610122,PEIRCE,Network 2,2013-2014,S1,18,8,10,0,12,66.7,4,22.2,0.39,4,0.4,1.5,8,44.4,0.78,8,0.8,1.5,3,16.7,0.29,3,0.3,0,0
610122,PEIRCE,Network 2,2013-2014,EOY,46,17,23,6,34,73.9,7,15.2,0.68,7,0.7,2.43,27,58.7,2.63,23,2.2,2.15,3,6.5,0.29,3,0.3,0,0
610122,PEIRCE,Network 2,2014-2015,S1,119,90,29,0,20,16.8,18,15.1,1.75,11,1.1,1.17,4,3.4,0.39,2,0.2,1.75,0,0,0,0,0,0,0
610122,PEIRCE,Network 2,2014-2015,EOY,217,146,69,2,45,20.7,38,17.5,3.71,25,2.4,1.42,9,4.1,0.88,6,0.6,2.89,3,1.4,0.29,2,0.2,0,0
610123,PENN,ES Network - Austin-North Lawndale,2011-2012,EOY,36,4,26,6,27,75,2,5.6,0.48,1,0.2,2,25,69.4,6.05,19,4.6,2.88,0,0,0,0,0,0,0
610123,PENN,ES Network - Austin-North Lawndale,2012-2013,EOY,59,12,37,10,39,66.1,7,11.9,1.87,6,1.6,1.86,38,64.4,10.18,28,7.5,3.71,1,1.7,0.27,1,0.3,0,0
610123,PENN,Network 5,2013-2014,S1,78,24,46,8,63,80.8,7,9,1.77,7,1.8,1.43,56,71.8,14.15,37,9.4,2.86,5,6.4,1.26,5,1.3,0,0
610123,PENN,Network 5,2013-2014,EOY,159,74,73,12,102,64.2,35,22,8.75,31,7.8,1.4,67,42.1,16.75,43,10.8,2.79,14,8.8,3.5,11,2.8,0,0
610123,PENN,Network 5,2014-2015,S1,31,14,12,5,7,22.6,4,12.9,1.05,4,1,1.25,3,9.7,0.79,3,0.8,3.67,6,19.4,1.57,3,0.8,0,0
610123,PENN,Network 5,2014-2015,EOY,107,73,29,5,29,27.1,7,6.5,1.82,7,1.8,1.57,23,21.5,5.98,16,4.2,2.57,13,12.1,3.38,7,1.8,0,0
609872,PEREZ,ES Network - Pilsen-Little Village,2011-2012,EOY,27,3,23,1,18,66.7,4,14.8,0.96,3,0.7,1.75,14,51.9,3.35,12,2.9,3.43,2,7.4,0.48,2,0.5,0,0
609872,PEREZ,ES Network - Pilsen-Little Village,2012-2013,EOY,18,3,15,0,12,66.7,1,5.6,0.27,1,0.3,1,11,61.1,2.98,11,3,3.73,1,5.6,0.27,1,0.3,0,0
609872,PEREZ,Network 7,2013-2014,S1,11,4,7,0,5,45.5,2,18.2,0.58,2,0.6,3,3,27.3,0.87,3,0.9,1.33,0,0,0,0,0,0,0
609872,PEREZ,Network 7,2013-2014,EOY,18,4,14,0,12,66.7,3,16.7,0.86,3,0.9,2.33,9,50,2.59,6,1.7,2.44,0,0,0,0,0,0,0
609872,PEREZ,Network 7,2014-2015,S1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609872,PEREZ,Network 7,2014-2015,EOY,10,2,8,0,1,10,1,10,0.29,1,0.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
610126,PERSHING,ES Network - Burnham Park,2011-2012,EOY,46,0,46,0,46,100,0,0,0,0,0,0,46,100,18.09,28,11,1.78,0,0,0,0,0,0,0
610126,PERSHING,ES Network - Burnham Park,2012-2013,EOY,23,3,20,0,23,100,0,0,0,0,0,0,23,100,9.45,18,7.4,1.52,0,0,0,0,0,0,0
610126,PERSHING,Network 9,2013-2014,S1,28,0,26,2,27,96.4,0,0,0,0,0,0,27,96.4,6,20,4.4,1.96,1,3.6,0.22,1,0.2,0,0
610126,PERSHING,Network 9,2013-2014,EOY,87,0,83,4,86,98.9,2,2.3,0.44,2,0.4,1.5,84,96.6,18.49,56,12.3,1.95,1,1.1,0.22,1,0.2,0,0
610126,PERSHING,Network 9,2014-2015,S1,27,1,24,2,12,44.4,3,11.1,0.57,3,0.6,1.33,9,33.3,1.72,8,1.5,1.56,0,0,0,0,0,0,0
610126,PERSHING,Network 9,2014-2015,EOY,46,1,41,4,29,63,6,13,1.15,6,1.2,1.5,23,50,4.41,17,3.3,1.83,0,0,0,0,0,0,0
610395,PERSHING MIDDLE,ES Network - Burnham Park,2011-2012,EOY,120,61,55,4,85,70.8,10,8.3,3.77,10,3.8,2,75,62.5,28.25,54,20.3,2.52,1,0.8,0.38,1,0.4,1,0.38
610395,PERSHING MIDDLE,ES Network - Burnham Park,2012-2013,EOY,85,19,57,9,78,91.8,14,16.5,5.94,12,5.1,1.71,71,83.5,30.14,39,16.6,2.59,1,1.2,0.42,1,0.4,1,0.42
400064,PERSPECTIVES - JOSLIN HS,Charter,2014-2015,S1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4,1.05
400064,PERSPECTIVES - JOSLIN HS,Charter,2014-2015,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6,1.59
400061,PERSPECTIVES - LEADERSHIP HS,Charter,2014-2015,S1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6,0.99
400061,PERSPECTIVES - LEADERSHIP HS,Charter,2014-2015,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10,1.67
400066,PERSPECTIVES - MATH & SCI HS,Charter,2014-2015,S1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3,0.54
400066,PERSPECTIVES - MATH & SCI HS,Charter,2014-2015,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6,1.09
400062,PERSPECTIVES - TECH HS,Charter,2014-2015,S1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,0.47
400062,PERSPECTIVES - TECH HS,Charter,2014-2015,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3,0.71
400061,PERSPECTIVES CHTR - LEADERSHIP ACADEMY,Network - Charter/Contract,2012-2013,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16,2.09
400061,PERSPECTIVES CHTR - LEADERSHIP ACADEMY,Charter,2013-2014,S1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,0.29
400061,PERSPECTIVES CHTR - LEADERSHIP ACADEMY,Charter,2013-2014,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11,1.59
400061,PERSPECTIVES CHTR CALUMET HS,Network - Charter/Contract,2011-2012,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,21,4.64
400067,PERSPECTIVES CHTR CALUMET MIDDLE,Network - Charter/Contract,2011-2012,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,0.55
400062,PERSPECTIVES CHTR CALUMET TECH,Network - Charter/Contract,2012-2013,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8,1.65
400062,PERSPECTIVES CHTR CALUMET TECH,Charter,2013-2014,S1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7,1.5
400062,PERSPECTIVES CHTR CALUMET TECH,Charter,2013-2014,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10,2.18
400066,PERSPECTIVES CHTR IIT,Network - Charter/Contract,2011-2012,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10,1.8
400066,PERSPECTIVES CHTR IIT,Network - Charter/Contract,2012-2013,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11,2.07
400066,PERSPECTIVES CHTR IIT,Charter,2013-2014,S1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4,0.71
400066,PERSPECTIVES CHTR IIT,Charter,2013-2014,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8,1.43
400064,PERSPECTIVES CHTR JOSLIN,Network - Charter/Contract,2011-2012,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3,0.81
400064,PERSPECTIVES CHTR JOSLIN,Network - Charter/Contract,2012-2013,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4,1.14
400064,PERSPECTIVES CHTR JOSLIN,Charter,2013-2014,S1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,0.57
400064,PERSPECTIVES CHTR JOSLIN,Charter,2013-2014,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5,1.42
610127,PETERSON,ES Network - O'Hare,2011-2012,EOY,119,10,95,14,117,98.3,9,7.6,1.06,7,0.8,1.78,108,90.8,12.74,68,8,2.11,2,1.7,0.24,2,0.2,0,0
610127,PETERSON,ES Network - O'Hare,2012-2013,EOY,54,0,43,11,41,75.9,9,16.7,1.06,8,0.9,1.33,32,59.3,3.76,20,2.4,2.28,1,1.9,0.12,1,0.1,0,0
610127,PETERSON,Network 1,2013-2014,S1,32,1,21,10,30,93.8,7,21.9,0.81,7,0.8,1.57,27,84.4,3.13,22,2.6,2.37,0,0,0,0,0,0,0
610127,PETERSON,Network 1,2013-2014,EOY,47,2,34,11,44,93.6,7,14.9,0.81,7,0.8,1.57,41,87.2,4.72,32,3.7,2.32,1,2.1,0.12,1,0.1,0,0
610127,PETERSON,Network 1,2014-2015,S1,274,157,115,2,37,13.5,35,12.8,3.93,27,3,1.37,4,1.5,0.45,4,0.4,2.25,1,0.4,0.11,1,0.1,0,0
610127,PETERSON,Network 1,2014-2015,EOY,429,268,157,4,71,16.6,59,13.8,6.59,43,4.8,1.53,16,3.7,1.79,12,1.3,2.31,1,0.2,0.11,1,0.1,0,0
609743,PHILLIPS AA HS,Network - AUSL,2011-2012,EOY,76,6,68,2,76,100,1,1.3,1.85,1,1.8,1,75,98.7,138.51,37,68.3,3.35,1,1.3,1.85,1,1.8,0,0
609743,PHILLIPS AA HS,Network - AUSL,2012-2013,EOY,22,2,19,1,22,100,5,22.7,39.45,3,23.7,2.6,17,77.3,134.13,10,78.9,4.12,0,0,0,0,0,0,0
609727,PHILLIPS HS,Network - AUSL,2011-2012,EOY,1275,145,1074,56,1267,99.4,39,3.1,7.25,34,6.3,3.67,1228,96.3,228.18,442,82.1,3.12,13,1,2.42,12,2.2,0,0
609727,PHILLIPS HS,Network - AUSL,2012-2013,EOY,1277,143,1067,67,1241,97.2,447,35,79.96,238,42.6,1.78,815,63.8,145.79,382,68.3,3.01,13,1,2.33,13,2.3,5,0.89
609727,PHILLIPS HS,AUSL,2013-2014,S1,1538,227,1237,74,1417,92.1,680,44.2,128.69,329,62.3,1.69,758,49.3,143.45,326,61.7,2.84,12,0.8,2.27,12,2.3,0,0
609727,PHILLIPS HS,AUSL,2013-2014,EOY,2952,585,2254,113,2494,84.5,1035,35.1,196.04,397,75.2,1.7,1484,50.3,281.09,462,87.5,2.63,23,0.8,4.36,23,4.4,0,0
609727,PHILLIPS HS,AUSL,2014-2015,S1,1532,518,878,136,1105,72.1,423,27.6,75.33,260,46.3,1.51,686,44.8,122.17,297,52.9,2.45,4,0.3,0.71,4,0.7,0,0
609727,PHILLIPS HS,AUSL,2014-2015,EOY,2773,917,1639,217,2076,74.9,1064,38.4,196.24,401,74,1.57,1023,36.9,188.68,368,67.9,2.53,16,0.6,2.95,16,3,1,0.18
610304,PHOENIX MILITARY HS,HS Network - West Side,2011-2012,EOY,155,94,51,10,155,100,8,5.2,1.8,8,1.8,1.63,147,94.8,33.14,86,19.4,1.88,0,0,0,0,0,0,0
610304,PHOENIX MILITARY HS,HS Network - West Side,2012-2013,EOY,88,37,45,6,88,100,0,0,0,0,0,0,88,100,21.14,61,14.7,1.63,0,0,0,0,0,0,0
610304,PHOENIX MILITARY HS,Military,2013-2014,S1,10,5,5,0,10,100,1,10,0.2,1,0.2,1,9,90,1.83,8,1.6,1.33,0,0,0,0,0,0,0
610304,PHOENIX MILITARY HS,Military,2013-2014,EOY,43,15,27,1,43,100,2,4.7,0.42,2,0.4,1,42,97.7,8.72,36,7.5,1.6,0,0,0,0,0,0,0
610304,PHOENIX MILITARY HS,Service Leadership Academies,2014-2015,S1,22,16,6,0,22,100,19,86.4,3.82,14,2.8,1.53,3,13.6,0.6,3,0.6,1,0,0,0,0,0,0,0
610304,PHOENIX MILITARY HS,Service Leadership Academies,2014-2015,EOY,38,18,15,5,38,100,21,55.3,4.31,15,3.1,1.48,17,44.7,3.49,13,2.7,2,0,0,0,0,0,0,0
