School ID,School Name,School Network,School Year,Time Period1,# of Misconducts,# of Group 1-2 Misconducts,# of Group 3-4 Misconducts,# of Group 5-6 Misconducts,# of Suspensions (includes ISS and OSS),"% of Misconducts Resulting in a Suspension
(includes ISS and OSS)",# of ISS,% of Misconducts Resulting in an ISS,ISS per 100 Students,# of Unique Students Receiving ISS,% of Unique Students Receiving ISS,Average Length of ISS,# of OSS,% of Misconducts Resulting in an OSS,OSS per 100 Students,# of Unique Students Receiving OSS,% of Unique Students Receiving OSS,Average Length of OSS,# of Police Notifications,% of Misconducts Resulting in a Police Notification,Police Notifications per 100 Students,# of Unique Students Receiving Police Notification,% of Unique Students Receiving Police Notification,# of Students Expelled,Expulsions per 100 Students
609899,EBINGER,Network 1,2014-2015,S1,13,7,6,0,7,53.8,6,46.2,0.84,6,0.8,1.17,1,7.7,0.14,1,0.1,1,0,0,0,0,0,0,0
609899,EBINGER,Network 1,2014-2015,EOY,37,23,14,0,13,35.1,12,32.4,1.68,11,1.5,1.08,1,2.7,0.14,1,0.1,1,0,0,0,0,0,0,0
609901,EDGEBROOK,ES Network - O'Hare,2011-2012,EOY,19,4,15,0,16,84.2,6,31.6,1.29,5,1.1,1.17,10,52.6,2.16,8,1.7,1.5,0,0,0,0,0,0,0
609901,EDGEBROOK,ES Network - O'Hare,2012-2013,EOY,20,2,18,0,14,70,6,30,1.22,6,1.2,1,9,45,1.83,6,1.2,1.56,0,0,0,0,0,0,0
609901,EDGEBROOK,Network 1,2013-2014,S1,8,3,5,0,5,62.5,1,12.5,0.2,1,0.2,1,4,50,0.79,4,0.8,1,0,0,0,0,0,0,0
609901,EDGEBROOK,Network 1,2013-2014,EOY,8,3,5,0,5,62.5,1,12.5,0.2,1,0.2,1,4,50,0.79,4,0.8,1,0,0,0,0,0,0,0
609901,EDGEBROOK,Network 1,2014-2015,S1,3,1,2,0,1,33.3,1,33.3,0.2,1,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
609901,EDGEBROOK,Network 1,2014-2015,EOY,14,7,7,0,11,78.6,9,64.3,1.76,9,1.8,1.22,2,14.3,0.39,2,0.4,1,0,0,0,0,0,0,0
610523,EDISON PARK,ES Network - O'Hare,2011-2012,EOY,28,15,11,2,22,78.6,2,7.1,0.47,1,0.2,1,20,71.4,4.7,10,2.4,1.55,0,0,0,0,0,0,0
610523,EDISON PARK,ES Network - O'Hare,2012-2013,EOY,10,4,6,0,9,90,2,20,0.45,2,0.4,1,7,70,1.56,7,1.6,1.57,0,0,0,0,0,0,0
610523,EDISON PARK,Network 1,2013-2014,EOY,1,0,1,0,1,100,0,0,0,0,0,0,1,100,0.21,1,0.2,1,0,0,0,0,0,0,0
610523,EDISON PARK,Network 1,2014-2015,EOY,5,4,1,0,1,20,1,20,0.2,1,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
609794,"EDISON, T",ES Network - O'Hare,2012-2013,EOY,5,4,1,0,1,20,0,0,0,0,0,0,1,20,0.37,1,0.4,4,0,0,0,0,0,0,0
609794,"EDISON, T",Network 1,2013-2014,S1,1,0,0,1,1,100,0,0,0,0,0,0,1,100,0.36,1,0.4,5,0,0,0,0,0,0,0
609794,"EDISON, T",Network 1,2013-2014,EOY,5,2,2,1,3,60,2,40,0.73,2,0.7,1,1,20,0.36,1,0.4,5,0,0,0,0,0,0,0
609794,"EDISON, T",Network 1,2014-2015,S1,6,5,1,0,1,16.7,1,16.7,0.36,1,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
609794,"EDISON, T",Network 1,2014-2015,EOY,10,6,4,0,3,30,1,10,0.36,1,0.4,1,2,20,0.73,2,0.7,1,0,0,0,0,0,0,0
609903,EDWARDS,ES Network - Midway,2011-2012,EOY,89,6,75,8,81,91,51,57.3,3.45,46,3.1,1.73,30,33.7,2.03,25,1.7,2.7,9,10.1,0.61,9,0.6,0,0
609903,EDWARDS,ES Network - Midway,2012-2013,EOY,146,8,123,15,118,80.8,61,41.8,4.08,47,3.1,1.66,59,40.4,3.94,41,2.7,2.25,8,5.5,0.53,7,0.5,0,0
609903,EDWARDS,Network 8,2013-2014,S1,286,158,111,17,69,24.1,27,9.4,1.79,26,1.7,1.33,42,14.7,2.79,29,1.9,2.55,4,1.4,0.27,4,0.3,0,0
609903,EDWARDS,Network 8,2013-2014,EOY,651,394,223,34,129,19.8,57,8.8,3.78,51,3.4,1.53,73,11.2,4.83,53,3.5,2.33,9,1.4,0.6,9,0.6,0,0
609903,EDWARDS,Network 8,2014-2015,S1,242,202,32,8,15,6.2,12,5,0.82,12,0.8,1.83,5,2.1,0.34,4,0.3,2,5,2.1,0.34,4,0.3,0,0
609903,EDWARDS,Network 8,2014-2015,EOY,290,220,58,12,37,12.8,23,7.9,1.57,18,1.2,2,16,5.5,1.09,12,0.8,2.19,12,4.1,0.82,8,0.5,0,0
609904,ELLINGTON,ES Network - Austin-North Lawndale,2011-2012,EOY,26,5,18,3,20,76.9,0,0,0,0,0,0,20,76.9,5.33,16,4.3,4.5,2,7.7,0.53,2,0.5,0,0
609904,ELLINGTON,ES Network - Austin-North Lawndale,2012-2013,EOY,23,8,14,1,11,47.8,0,0,0,0,0,0,11,47.8,3.28,9,2.7,2.09,1,4.3,0.3,1,0.3,0,0
609904,ELLINGTON,Network 3,2013-2014,S1,40,10,13,17,32,80,0,0,0,0,0,0,32,80,4.34,25,3.4,4.19,8,20,1.09,8,1.1,0,0
609904,ELLINGTON,Network 3,2013-2014,EOY,53,12,16,25,44,83,0,0,0,0,0,0,44,83,5.94,34,4.6,4.91,15,28.3,2.02,14,1.9,0,0
609904,ELLINGTON,Network 3,2014-2015,S1,1,0,0,1,1,100,0,0,0,0,0,0,1,100,0.14,1,0.1,5,1,100,0.14,1,0.1,0,0
609904,ELLINGTON,Network 3,2014-2015,EOY,13,0,6,7,12,92.3,0,0,0,0,0,0,12,92.3,1.73,10,1.4,3.5,2,15.4,0.29,1,0.1,0,0
609906,EMMET,ES Network - Austin-North Lawndale,2011-2012,EOY,98,77,18,3,39,39.8,0,0,0,0,0,0,39,39.8,8.52,31,6.8,3.95,2,2,0.44,2,0.4,0,0
609906,EMMET,ES Network - Austin-North Lawndale,2012-2013,EOY,93,78,8,7,43,46.2,1,1.1,0.23,1,0.2,1,42,45.2,9.69,35,8.1,2.74,0,0,0,0,0,0,0
400094,EPIC CHTR HS,Network - Charter/Contract,2011-2012,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3,0.85
400094,EPIC CHTR HS,Network - Charter/Contract,2012-2013,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6,1.29
400094,EPIC CHTR HS,Charter,2013-2014,S1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,0.42
400094,EPIC CHTR HS,Charter,2013-2014,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3,0.64
400094,EPIC HS,Charter,2014-2015,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,0.48
609907,ERICSON,ES Network - Garfield-Humboldt,2011-2012,EOY,50,17,33,0,35,70,5,10,0.99,5,1,3.2,30,60,5.94,24,4.8,1.83,1,2,0.2,1,0.2,0,0
609907,ERICSON,ES Network - Garfield-Humboldt,2012-2013,EOY,35,11,23,1,28,80,5,14.3,1.02,5,1,3,23,65.7,4.68,17,3.5,2.39,0,0,0,0,0,0,0
609907,ERICSON,OS4,2013-2014,S1,34,8,26,0,26,76.5,3,8.8,0.62,3,0.6,1.33,23,67.6,4.77,21,4.4,1.96,0,0,0,0,0,0,0
609907,ERICSON,OS4,2013-2014,EOY,86,18,60,8,47,54.7,7,8.1,1.48,7,1.5,2,41,47.7,8.68,34,7.2,2,1,1.2,0.21,1,0.2,0,0
609907,ERICSON,OS4,2014-2015,S1,21,4,13,4,6,28.6,2,9.5,0.45,2,0.4,2,4,19,0.89,4,0.9,2.75,0,0,0,0,0,0,0
609907,ERICSON,OS4,2014-2015,EOY,88,25,52,11,28,31.8,5,5.7,1.14,5,1.1,1.6,24,27.3,5.49,18,4.1,2.25,3,3.4,0.69,3,0.7,0,0
609908,ESMOND,ES Network - Rock Island,2011-2012,EOY,34,4,25,5,34,100,6,17.6,1.78,5,1.5,1.17,28,82.4,8.29,21,6.2,2.21,2,5.9,0.59,2,0.6,0,0
609908,ESMOND,ES Network - Rock Island,2012-2013,EOY,65,4,56,5,63,96.9,0,0,0,0,0,0,63,96.9,18.47,29,8.5,1.98,2,3.1,0.59,2,0.6,0,0
609908,ESMOND,OS4,2013-2014,S1,52,1,50,1,52,100,3,5.8,0.85,2,0.6,1.67,49,94.2,13.92,35,9.9,1.63,0,0,0,0,0,0,0
609908,ESMOND,OS4,2013-2014,EOY,65,2,62,1,61,93.8,5,7.7,1.43,4,1.1,1.8,56,86.2,16.01,38,10.9,1.63,0,0,0,0,0,0,0
609908,ESMOND,OS4,2014-2015,S1,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609908,ESMOND,OS4,2014-2015,EOY,13,2,11,0,2,15.4,0,0,0,0,0,0,2,15.4,0.62,2,0.6,3.5,0,0,0,0,0,0,0
609909,EVERETT,ES Network - Pershing,2011-2012,EOY,15,8,6,1,11,73.3,1,6.7,0.32,1,0.3,3,10,66.7,3.2,5,1.6,3.4,0,0,0,0,0,0,0
609909,EVERETT,ES Network - Pershing,2012-2013,EOY,183,142,37,4,38,20.8,5,2.7,1.62,2,0.6,1,33,18,10.68,19,6.1,1.61,0,0,0,0,0,0,0
609909,EVERETT,Network 8,2013-2014,S1,135,119,14,2,11,8.1,1,0.7,0.39,1,0.4,1,10,7.4,3.95,8,3.2,1.4,0,0,0,0,0,0,0
609909,EVERETT,Network 8,2013-2014,EOY,164,131,29,4,26,15.9,9,5.5,3.54,8,3.1,1,17,10.4,6.68,13,5.1,1.35,0,0,0,0,0,0,0
609909,EVERETT,Network 8,2014-2015,S1,49,42,6,1,5,10.2,2,4.1,0.85,2,0.9,1,3,6.1,1.28,2,0.9,1.67,0,0,0,0,0,0,0
609909,EVERETT,Network 8,2014-2015,EOY,77,52,23,2,19,24.7,4,5.2,1.72,4,1.7,1,15,19.5,6.44,7,3,1.2,0,0,0,0,0,0,0
610319,EVERGREEN,ES Network - Pershing,2011-2012,EOY,12,0,12,0,10,83.3,1,8.3,0.26,1,0.3,1,9,75,2.34,7,1.8,1.78,0,0,0,0,0,0,0
610319,EVERGREEN,ES Network - Pershing,2012-2013,EOY,14,1,7,6,12,85.7,0,0,0,0,0,0,12,85.7,3.05,10,2.5,4.17,3,21.4,0.76,3,0.8,0,0
610319,EVERGREEN,Network 8,2013-2014,S1,25,6,18,1,18,72,11,44,2.84,10,2.6,1.82,7,28,1.81,5,1.3,2.14,0,0,0,0,0,0,0
610319,EVERGREEN,Network 8,2013-2014,EOY,57,14,39,4,44,77.2,26,45.6,6.71,23,5.9,1.88,19,33.3,4.91,12,3.1,1.84,0,0,0,0,0,0,0
610319,EVERGREEN,Network 8,2014-2015,S1,33,6,24,3,21,63.6,15,45.5,4.11,12,3.3,1.2,7,21.2,1.92,6,1.6,1.86,1,3,0.27,1,0.3,0,0
610319,EVERGREEN,Network 8,2014-2015,EOY,80,17,50,13,49,61.3,28,35,7.68,25,6.9,1.54,22,27.5,6.04,16,4.4,2.23,3,3.8,0.82,3,0.8,0,0
610362,EVERS,ES Network - Rock Island,2011-2012,EOY,56,3,49,4,36,64.3,0,0,0,0,0,0,36,64.3,9.79,22,6,1.53,4,7.1,1.09,2,0.5,0,0
610362,EVERS,ES Network - Rock Island,2012-2013,EOY,61,4,53,4,50,82,3,4.9,0.8,2,0.5,1,47,77,12.55,28,7.5,1.55,2,3.3,0.53,2,0.5,0,0
610362,EVERS,Network 11,2013-2014,S1,23,1,20,2,19,82.6,0,0,0,0,0,0,19,82.6,4.87,13,3.3,1.68,0,0,0,0,0,0,0
610362,EVERS,Network 11,2013-2014,EOY,40,2,34,4,35,87.5,3,7.5,0.78,3,0.8,2.67,32,80,8.37,17,4.4,1.97,1,2.5,0.26,1,0.3,0,0
610362,EVERS,Network 11,2014-2015,S1,4,0,3,1,3,75,2,50,0.55,2,0.5,1,1,25,0.27,1,0.3,3,1,25,0.27,1,0.3,0,0
610362,EVERS,Network 11,2014-2015,EOY,20,7,7,6,12,60,8,40,2.19,7,1.9,2.13,7,35,1.92,5,1.4,2.29,3,15,0.82,3,0.8,0,0
610057,FAIRFIELD,ES Network - Midway,2011-2012,EOY,124,5,108,11,122,98.4,20,16.1,3.22,18,2.9,2.7,102,82.3,16.42,60,9.7,3.28,7,5.6,1.13,6,1,0,0
610057,FAIRFIELD,ES Network - Midway,2012-2013,EOY,90,4,73,13,84,93.3,29,32.2,4.9,24,4.1,1.76,55,61.1,9.29,35,5.9,2.91,3,3.3,0.51,3,0.5,0,0
610057,FAIRFIELD,Network 10,2013-2014,S1,44,1,41,2,42,95.5,3,6.8,0.51,3,0.5,1.33,39,88.6,6.67,24,4.1,2.38,1,2.3,0.17,1,0.2,0,0
610057,FAIRFIELD,Network 10,2013-2014,EOY,67,1,60,6,64,95.5,14,20.9,2.39,13,2.2,1.79,50,74.6,8.55,31,5.3,2.56,2,3,0.34,2,0.3,0,0
610057,FAIRFIELD,Network 10,2014-2015,S1,72,12,51,9,27,37.5,17,23.6,2.77,13,2.1,1.53,10,13.9,1.63,5,0.8,2.2,3,4.2,0.49,3,0.5,0,0
610057,FAIRFIELD,Network 10,2014-2015,EOY,157,47,90,20,64,40.8,27,17.2,4.48,19,3.1,1.33,37,23.6,6.13,20,3.3,1.78,15,9.6,2.49,8,1.3,0,0
609910,FALCONER,ES Network - Fullerton,2011-2012,EOY,143,54,76,13,83,58,37,25.9,2.49,27,1.8,1.11,46,32.2,3.1,31,2.1,2.41,2,1.4,0.13,2,0.1,0,0
609910,FALCONER,ES Network - Fullerton,2012-2013,EOY,60,8,46,6,51,85,26,43.3,1.81,23,1.6,1.58,25,41.7,1.74,17,1.2,2.4,4,6.7,0.28,3,0.2,0,0
609910,FALCONER,Network 3,2013-2014,S1,29,2,26,1,29,100,10,34.5,0.7,10,0.7,1.6,20,69,1.4,13,0.9,1.3,0,0,0,0,0,0,0
609910,FALCONER,Network 3,2013-2014,EOY,86,15,67,4,85,98.8,44,51.2,3.07,37,2.6,1.3,43,50,3,25,1.7,1.53,0,0,0,0,0,0,0
609910,FALCONER,Network 3,2014-2015,S1,10,0,7,3,10,100,7,70,0.5,7,0.5,2.43,3,30,0.21,2,0.1,3.67,0,0,0,0,0,0,0
609910,FALCONER,Network 3,2014-2015,EOY,43,18,22,3,22,51.2,18,41.9,1.29,15,1.1,1.67,4,9.3,0.29,3,0.2,3,0,0,0,0,0,0,0
610055,FARADAY,ES Network - Garfield-Humboldt,2011-2012,EOY,70,23,40,7,68,97.1,0,0,0,0,0,0,68,97.1,34.8,40,20.5,2.71,4,5.7,2.05,4,2,0,0
610055,FARADAY,ES Network - Garfield-Humboldt,2012-2013,EOY,82,3,53,26,76,92.7,9,11,4.76,8,4.2,2,67,81.7,35.47,41,21.7,3.16,6,7.3,3.18,6,3.2,0,0
610055,FARADAY,Network 5,2013-2014,S1,19,3,11,5,11,57.9,2,10.5,0.58,2,0.6,5.5,9,47.4,2.61,7,2,3.11,1,5.3,0.29,1,0.3,0,0
610055,FARADAY,Network 5,2013-2014,EOY,99,25,60,14,50,50.5,9,9.1,2.5,8,2.2,2.78,44,44.4,12.24,33,9.2,3.23,3,3,0.83,3,0.8,0,0
610055,FARADAY,Network 5,2014-2015,S1,7,4,2,1,5,71.4,3,42.9,0.84,3,0.8,2,2,28.6,0.56,2,0.6,1.5,1,14.3,0.28,1,0.3,0,0
610055,FARADAY,Network 5,2014-2015,EOY,27,6,8,13,21,77.8,3,11.1,0.86,3,0.9,2,18,66.7,5.19,16,4.6,3,8,29.6,2.31,7,2,0,0
609912,FARNSWORTH,ES Network - O'Hare,2011-2012,EOY,24,8,14,2,21,87.5,8,33.3,1.39,5,0.9,1,13,54.2,2.25,7,1.2,1.92,0,0,0,0,0,0,0
609912,FARNSWORTH,ES Network - O'Hare,2012-2013,EOY,8,0,7,1,8,100,4,50,0.67,3,0.5,1.25,5,62.5,0.83,2,0.3,2.8,2,25,0.33,1,0.2,1,0.17
609912,FARNSWORTH,Network 1,2013-2014,S1,2,0,2,0,2,100,1,50,0.17,1,0.2,1,1,50,0.17,1,0.2,1,0,0,0,0,0,0,0
609912,FARNSWORTH,Network 1,2013-2014,EOY,3,0,3,0,3,100,1,33.3,0.17,1,0.2,1,2,66.7,0.33,1,0.2,1.5,0,0,0,0,0,1,0.17
609912,FARNSWORTH,Network 1,2014-2015,S1,8,3,4,1,1,12.5,0,0,0,0,0,0,1,12.5,0.17,1,0.2,3,0,0,0,0,0,0,0
609912,FARNSWORTH,Network 1,2014-2015,EOY,25,6,16,3,13,52,7,28,1.18,7,1.2,1,8,32,1.35,5,0.8,1.75,0,0,0,0,0,0,0
609704,FARRAGUT HS,HS Network - West Side,2011-2012,EOY,3909,3245,564,100,2565,65.6,1988,50.9,145.6,653,47.8,1.06,577,14.8,42.26,308,22.6,3.51,134,3.4,9.81,102,7.5,2,0.15
609704,FARRAGUT HS,HS Network - West Side,2012-2013,EOY,1306,762,506,38,1141,87.4,674,51.6,56.53,380,31.9,1.04,468,35.8,39.25,258,21.6,3.05,20,1.5,1.68,16,1.3,1,0.08
609704,FARRAGUT HS,Network 7,2013-2014,S1,1940,1701,217,22,1623,83.7,1406,72.5,133.49,500,47.5,1.01,222,11.4,21.08,131,12.4,2.64,6,0.3,0.57,6,0.6,0,0
609704,FARRAGUT HS,Network 7,2013-2014,EOY,2545,2133,385,27,1875,73.7,1501,59,146.6,515,50.3,1.02,382,15,37.31,188,18.4,2.48,11,0.4,1.07,11,1.1,0,0
609704,FARRAGUT HS,Network 7,2014-2015,S1,454,316,114,24,79,17.4,24,5.3,2.49,20,2.1,1,55,12.1,5.71,37,3.8,3.04,4,0.9,0.41,4,0.4,0,0
609704,FARRAGUT HS,Network 7,2014-2015,EOY,1288,802,436,50,484,37.6,298,23.1,31.42,160,16.9,1.01,186,14.4,19.61,99,10.4,2.49,4,0.3,0.42,4,0.4,0,0
609706,FENGER AA HS,HS Network - Far South Side,2011-2012,EOY,322,225,94,3,296,91.9,195,60.6,255.61,59,77.3,1.32,101,31.4,132.39,50,65.5,4.81,6,1.9,7.86,6,7.9,0,0
609706,FENGER AA HS,HS Network - Far South Side,2012-2013,EOY,200,100,84,16,131,65.5,72,36,324.42,20,90.1,1.57,61,30.5,274.86,21,94.6,5.08,4,2,18.02,4,18,0,0
609705,FENGER HS,HS Network - Far South Side,2011-2012,EOY,2542,1714,743,85,1929,75.9,1369,53.9,228.67,438,73.2,1.29,560,22,93.54,283,47.3,4.43,67,2.6,11.19,59,9.9,10,1.67
609705,FENGER HS,HS Network - Far South Side,2012-2013,EOY,2659,1586,932,141,1743,65.6,1191,44.8,260.11,345,75.3,1.42,564,21.2,123.18,239,52.2,4.52,48,1.8,10.48,40,8.7,6,1.31
609705,FENGER HS,Network 13,2013-2014,S1,832,556,159,117,721,86.7,460,55.3,119.29,220,57.1,1.4,261,31.4,67.68,156,40.5,5.3,9,1.1,2.33,9,2.3,2,0.52
609705,FENGER HS,Network 13,2013-2014,EOY,1713,1173,373,167,1452,84.8,1012,59.1,272.96,299,80.6,1.46,444,25.9,119.76,206,55.6,4.57,24,1.4,6.47,22,5.9,4,1.08
609705,FENGER HS,Network 13,2014-2015,S1,1214,733,400,81,925,76.2,776,63.9,250.32,236,76.1,1.37,152,12.5,49.03,87,28.1,3.87,53,4.4,17.1,42,13.5,0,0
609705,FENGER HS,Network 13,2014-2015,EOY,2014,1190,700,124,1495,74.2,1251,62.1,423.51,270,91.4,1.4,247,12.3,83.62,126,42.7,3.66,91,4.5,30.81,72,24.4,1,0.34
609916,FERMI,ES Network - Skyway,2011-2012,EOY,219,4,196,19,219,100,0,0,0,0,0,0,219,100,88.99,101,41,2.33,2,0.9,0.81,2,0.8,0,0
609916,FERMI,ES Network - Burnham Park,2012-2013,EOY,163,3,145,15,160,98.2,0,0,0,0,0,0,160,98.2,63,90,35.4,1.98,0,0,0,0,0,0,0
609917,FERNWOOD,Network 13,2013-2014,EOY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609917,FERNWOOD,Network 13,2014-2015,S1,79,63,16,0,5,6.3,5,6.3,1.46,4,1.2,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0
609917,FERNWOOD,Network 13,2014-2015,EOY,135,103,24,8,21,15.6,21,15.6,6.08,18,5.2,2.95,0,0,0,0,0,0,0,0,0,0,0,0,0
609918,FIELD,ES Network - Ravenswood-Ridge,2011-2012,EOY,14,0,14,0,13,92.9,0,0,0,0,0,0,13,92.9,3.56,8,2.2,1.92,0,0,0,0,0,0,0
609918,FIELD,Network 2,2014-2015,S1,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609918,FIELD,Network 2,2014-2015,EOY,49,14,32,3,14,28.6,9,18.4,2.71,8,2.4,1,5,10.2,1.5,3,0.9,1.2,0,0,0,0,0,0,0
609967,FINKL,ES Network - Pilsen-Little Village,2011-2012,EOY,71,6,58,7,58,81.7,15,21.1,2.61,15,2.6,1.13,43,60.6,7.47,35,6.1,3.07,10,14.1,1.74,7,1.2,0,0
609967,FINKL,ES Network - Pilsen-Little Village,2012-2013,EOY,83,9,71,3,74,89.2,10,12,1.86,8,1.5,1,64,77.1,11.89,38,7.1,1.66,2,2.4,0.37,2,0.4,1,0.19
609967,FINKL,Network 7,2013-2014,S1,13,0,8,5,13,100,1,7.7,0.19,1,0.2,1,12,92.3,2.33,10,1.9,2.83,0,0,0,0,0,0,0
609967,FINKL,Network 7,2013-2014,EOY,33,0,27,6,33,100,13,39.4,2.54,12,2.3,1,20,60.6,3.9,14,2.7,2.45,0,0,0,0,0,0,0
609967,FINKL,Network 7,2014-2015,S1,5,0,4,1,5,100,3,60,0.64,3,0.6,1.33,3,60,0.64,3,0.6,1.67,0,0,0,0,0,0,0
609967,FINKL,Network 7,2014-2015,EOY,16,1,12,3,15,93.8,8,50,1.7,8,1.7,1.38,10,62.5,2.13,10,2.1,1.7,0,0,0,0,0,0,0
609919,FISKE,ES Network - Burnham Park,2011-2012,EOY,145,8,135,2,143,98.6,55,37.9,21.99,43,17.2,3.33,88,60.7,35.19,52,20.8,2.4,3,2.1,1.2,3,1.2,0,0
609919,FISKE,ES Network - Burnham Park,2012-2013,EOY,99,0,96,3,99,100,42,42.4,19.31,28,12.9,2.69,57,57.6,26.2,35,16.1,3.26,4,4,1.84,4,1.8,0,0
609919,FISKE,Network 9,2013-2014,S1,72,0,66,6,70,97.2,5,6.9,0.98,5,1,4.2,65,90.3,12.8,47,9.3,3.15,3,4.2,0.59,2,0.4,0,0
609919,FISKE,Network 9,2013-2014,EOY,126,1,116,9,92,73,5,4,0.98,5,1,4.2,87,69,17.02,58,11.3,3.05,4,3.2,0.78,3,0.6,0,0
609919,FISKE,Network 9,2014-2015,S1,127,52,74,1,60,47.2,51,40.2,10.15,46,9.2,1.39,9,7.1,1.79,8,1.6,2.67,4,3.1,0.8,4,0.8,0,0
609919,FISKE,Network 9,2014-2015,EOY,209,101,103,5,79,37.8,65,31.1,13.22,58,11.8,1.38,14,6.7,2.85,13,2.6,2.93,11,5.3,2.24,9,1.8,0,0
400042,FORD CHTR HS,Network - Charter/Contract,2011-2012,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,24,5.84
400042,FORD CHTR HS,Network - Charter/Contract,2012-2013,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14,4.67
609708,FOREMAN HS,HS Network - North-Northwest Side,2011-2012,EOY,780,331,329,120,529,67.8,168,21.5,10.67,143,9.1,1.32,361,46.3,22.92,249,15.8,3.68,104,13.3,6.6,88,5.6,6,0.38
609708,FOREMAN HS,HS Network - North-Northwest Side,2012-2013,EOY,700,260,324,116,590,84.3,512,73.1,35.56,286,19.9,1.13,360,51.4,25,224,15.6,2.33,114,16.3,7.92,93,6.5,2,0.14
609708,FOREMAN HS,Network 1,2013-2014,S1,386,83,240,63,325,84.2,301,78,22.05,206,15.1,1.07,209,54.1,15.31,157,11.5,2.17,49,12.7,3.59,43,3.2,0,0
609708,FOREMAN HS,Network 1,2013-2014,EOY,718,111,463,144,634,88.3,544,75.8,40.91,310,23.3,1.09,427,59.5,32.11,256,19.3,2.23,124,17.3,9.33,94,7.1,1,0.08
609708,FOREMAN HS,Network 1,2014-2015,S1,411,157,176,78,214,52.1,138,33.6,11.29,105,8.6,1.12,136,33.1,11.13,94,7.7,2.08,57,13.9,4.66,48,3.9,0,0
609708,FOREMAN HS,Network 1,2014-2015,EOY,1014,316,551,147,657,64.8,444,43.8,37.61,258,21.9,1.09,379,37.4,32.1,195,16.5,1.94,99,9.8,8.39,81,6.9,3,0.25
609924,FORT DEARBORN,ES Network - Rock Island,2011-2012,EOY,53,3,39,11,53,100,3,5.7,0.62,3,0.6,1.67,50,94.3,10.37,36,7.5,2.36,1,1.9,0.21,1,0.2,0,0
609924,FORT DEARBORN,ES Network - Rock Island,2012-2013,EOY,78,1,64,13,67,85.9,3,3.8,0.67,3,0.7,1,64,82.1,14.3,35,7.8,2.31,3,3.8,0.67,2,0.4,0,0
609924,FORT DEARBORN,Network 11,2013-2014,S1,70,37,28,5,19,27.1,8,11.4,1.9,8,1.9,1.5,11,15.7,2.61,9,2.1,2.73,0,0,0,0,0,0,0
609924,FORT DEARBORN,Network 11,2013-2014,EOY,396,196,188,12,105,26.5,52,13.1,12.36,31,7.4,1.56,55,13.9,13.07,32,7.6,2.33,2,0.5,0.48,2,0.5,0,0
609924,FORT DEARBORN,Network 11,2014-2015,S1,23,10,13,0,10,43.5,0,0,0,0,0,0,10,43.5,2.5,8,2,2.4,0,0,0,0,0,0,0
609924,FORT DEARBORN,Network 11,2014-2015,EOY,74,14,60,0,55,74.3,13,17.6,3.25,10,2.5,2.31,42,56.8,10.5,27,6.7,1.69,0,0,0,0,0,0,0
609927,FOSTER PARK,ES Network - Englewood-Gresham,2011-2012,EOY,104,6,97,1,104,100,10,9.6,2.42,8,1.9,1.7,94,90.4,22.78,58,14.1,2.53,0,0,0,0,0,0,0
609927,FOSTER PARK,ES Network - Englewood-Gresham,2012-2013,EOY,75,16,58,1,72,96,6,8,1.52,6,1.5,1.17,70,93.3,17.76,50,12.7,1.93,1,1.3,0.25,1,0.3,0,0
609927,FOSTER PARK,Network 11,2013-2014,S1,19,5,14,0,19,100,2,10.5,0.51,2,0.5,2,17,89.5,4.33,13,3.3,2.59,0,0,0,0,0,0,0
609927,FOSTER PARK,Network 11,2013-2014,EOY,48,11,32,5,45,93.8,4,8.3,1.02,4,1,1.75,42,87.5,10.69,25,6.4,2.76,6,12.5,1.53,6,1.5,0,0
609927,FOSTER PARK,Network 11,2014-2015,S1,16,5,11,0,14,87.5,13,81.3,3.66,13,3.7,1.77,1,6.3,0.28,1,0.3,3,0,0,0,0,0,0,0
609927,FOSTER PARK,Network 11,2014-2015,EOY,19,6,13,0,16,84.2,14,73.7,3.86,14,3.9,1.71,2,10.5,0.55,2,0.6,2.5,0,0,0,0,0,0,0
